id_entrega,id_pedido,status_entrega,data_envio,data_entrega_prevista,data_entrega_real,transportadora,codigo_rastreio,updated_at
12312,3974,pendente,2023-05-09T00:00:00,2023-05-17,,DHL,BQ807058692BR,2023-11-10T00:00:00
12313,12477,entregue,2024-09-11T00:00:00,2024-09-22,2024-09-23,Loggi,VW525917127BR,2026-02-09T00:00:00
12314,10810,em_transito,2024-07-08T00:00:00,2024-07-23,,DHL,YZ914526368BR,2025-12-25T00:00:00
12315,12534,entregue,2024-07-21T00:00:00,2024-08-01,2024-08-04,JadLog,BC170504401BR,2025-11-21T00:00:00
12316,798,em_transito,2025-12-04T00:00:00,2025-12-12,,DHL,VJ862633700BR,2026-05-01T00:00:00
12317,991,entregue,2023-02-04T00:00:00,2023-02-13,2023-02-12,Correios,RE940317623BR,2023-04-11T00:00:00
12318,3754,entregue,2023-06-17T00:00:00,2023-06-28,2023-06-27,JadLog,IT439927797BR,2026-04-16T00:00:00
12319,9280,entregue,2023-12-04T00:00:00,2023-12-12,2023-12-10,Azul Cargo,PU987011698BR,2025-08-30T00:00:00
12320,210,pendente,2023-07-21T00:00:00,2023-07-26,,Correios,YJ061291232BR,2024-04-21T00:00:00
12321,7886,em_transito,2025-12-19T00:00:00,2026-01-08,,Total Express,HK972107187BR,2026-01-08T00:00:00
12322,11039,entregue,2025-02-06T00:00:00,2025-02-13,2025-02-17,Total Express,OC830851665BR,2025-07-22T00:00:00
12323,8744,entregue,2024-01-21T00:00:00,2024-02-04,2024-02-08,FedEx,MH046674951BR,2024-03-31T00:00:00
12324,10896,entregue,2024-09-28T00:00:00,2024-10-08,2024-10-11,Correios,WZ752470371BR,2025-10-14T00:00:00
12325,9448,entregue,2023-04-18T00:00:00,2023-04-28,2023-05-02,Azul Cargo,AC151719450BR,2024-03-12T00:00:00
12326,4197,devolvido,2024-03-31T00:00:00,2024-04-11,2024-04-18,Correios,GG760150196BR,2026-01-27T00:00:00
12327,2551,entregue,2025-04-21T00:00:00,2025-04-25,2025-04-23,Loggi,QL910762971BR,2026-05-08T00:00:00
12328,2902,entregue,2025-12-16T00:00:00,2025-12-31,2026-01-03,Correios,AU179947195BR,2026-04-14T00:00:00
12329,4815,entregue,2023-03-20T00:00:00,2023-04-03,2023-04-04,FedEx,SF404453047BR,2025-05-25T00:00:00
12330,11578,entregue,2025-09-10T00:00:00,2025-09-16,2025-09-21,Latam Cargo,SF810288611BR,2026-05-24T00:00:00
12331,6074,entregue,2023-05-29T00:00:00,2023-06-17,2023-06-19,JadLog,PF730735184BR,2024-01-08T00:00:00
12332,6877,devolvido,2024-03-30T00:00:00,2024-04-16,2024-04-22,JadLog,KG165166850BR,2024-08-05T00:00:00
12333,4482,em_transito,2025-06-19T00:00:00,2025-07-04,,JadLog,OO154223443BR,2026-01-20T00:00:00
12334,3558,entregue,2025-10-20T00:00:00,2025-10-25,2025-10-30,JadLog,OE870730054BR,2025-12-20T00:00:00
12335,6246,em_transito,2026-05-10T00:00:00,2026-05-25,,Total Express,BN120572396BR,2026-05-20T00:00:00
12336,14937,entregue,2024-02-08T00:00:00,2024-02-16,2024-02-17,Correios,SN889777348BR,2024-04-23T00:00:00
12337,6754,entregue,2024-02-27T00:00:00,2024-03-12,2024-03-12,Correios,HZ066616516BR,2026-02-17T00:00:00
12338,11033,entregue,2023-03-16T00:00:00,2023-03-29,2023-03-29,Azul Cargo,KW022939076BR,2026-04-26T00:00:00
12339,9610,em_transito,2024-09-30T00:00:00,2024-10-03,,FedEx,YT166150151BR,2024-11-09T00:00:00
12340,12177,entregue,2024-05-23T00:00:00,2024-06-10,2024-06-14,DHL,FZ572207487BR,2026-02-14T00:00:00
12341,1998,entregue,2025-01-09T00:00:00,2025-01-25,2025-01-26,JadLog,IB788735156BR,2025-01-14T00:00:00
12342,14296,entregue,2025-06-04T00:00:00,2025-06-10,2025-06-13,Total Express,IJ642307885BR,2025-06-30T00:00:00
12343,6940,em_transito,2026-03-06T00:00:00,2026-03-25,,Azul Cargo,SZ862014489BR,2026-03-22T00:00:00
12344,4734,entregue,2024-01-27T00:00:00,2024-02-15,2024-02-18,DHL,SO314153264BR,2024-12-24T00:00:00
12345,4331,entregue,2023-07-23T00:00:00,2023-07-27,2023-07-28,Latam Cargo,LX677652908BR,2025-03-20T00:00:00
12346,7924,em_transito,2024-05-21T00:00:00,2024-06-05,,Total Express,QJ297238155BR,2026-04-23T00:00:00
12347,4512,pendente,2025-09-07T00:00:00,2025-09-10,,Total Express,FT498420261BR,2026-03-28T00:00:00
12348,2681,entregue,2023-12-11T00:00:00,2023-12-18,2023-12-21,Loggi,OD378938295BR,2025-01-11T00:00:00
12349,5376,devolvido,2025-01-26T00:00:00,2025-02-05,2025-02-12,FedEx,TK932780357BR,2026-03-17T00:00:00
12350,8401,entregue,2025-11-23T00:00:00,2025-12-11,2025-12-15,Azul Cargo,NU527726835BR,2026-06-08T00:00:00
12351,2829,entregue,2025-05-06T00:00:00,2025-05-18,2025-05-20,Total Express,UR025824800BR,2026-02-15T00:00:00
12352,6367,entregue,2026-02-13T00:00:00,2026-03-03,2026-03-06,FedEx,TP095731721BR,2026-04-15T00:00:00
12353,7886,entregue,2024-05-29T00:00:00,2024-06-17,2024-06-18,DHL,BK263907612BR,2025-08-30T00:00:00
12354,1286,entregue,2024-01-07T00:00:00,2024-01-18,2024-01-21,Correios,GS877560693BR,2024-02-10T00:00:00
12355,12717,entregue,2025-06-11T00:00:00,2025-06-24,2025-06-25,Correios,TT027645752BR,2025-10-18T00:00:00
12356,11332,entregue,2024-06-17T00:00:00,2024-06-28,2024-06-28,JadLog,OR291311116BR,2026-03-22T00:00:00
12357,6435,em_transito,2023-11-07T00:00:00,2023-11-25,,Total Express,UG779652333BR,2025-02-03T00:00:00
12358,11006,em_transito,2025-06-10T00:00:00,2025-06-25,,Loggi,SH669128215BR,2026-02-23T00:00:00
12359,7872,entregue,2024-04-29T00:00:00,2024-05-16,2024-05-16,FedEx,VZ748317801BR,2025-08-07T00:00:00
12360,14031,em_transito,2026-05-31T00:00:00,2026-06-18,,Latam Cargo,AZ595982809BR,2026-06-03T00:00:00
12361,14535,pendente,2023-03-23T00:00:00,2023-04-05,,Latam Cargo,TK925263863BR,2026-03-22T00:00:00
12362,11367,entregue,2023-08-20T00:00:00,2023-08-23,2023-08-28,Latam Cargo,QN748117639BR,2023-10-07T00:00:00
12363,14927,entregue,2026-06-07T00:00:00,2026-06-21,2026-06-21,Latam Cargo,TH361185106BR,2026-06-09T00:00:00
12364,5867,entregue,2024-11-01T00:00:00,2024-11-20,2024-11-20,FedEx,DO306409234BR,2025-02-19T00:00:00
12365,526,em_transito,2023-07-06T00:00:00,2023-07-09,,Latam Cargo,IH921410890BR,2026-05-21T00:00:00
12366,10459,em_transito,2024-09-09T00:00:00,2024-09-16,,Azul Cargo,VY588961056BR,2025-05-17T00:00:00
12367,3702,entregue,2026-05-30T00:00:00,2026-06-05,2026-06-07,Correios,RK191401739BR,2026-06-07T00:00:00
12368,628,em_transito,2023-05-10T00:00:00,2023-05-15,,Azul Cargo,PX558452342BR,2025-04-07T00:00:00
12369,4755,entregue,2024-04-03T00:00:00,2024-04-08,2024-04-07,FedEx,LA672259733BR,2025-01-31T00:00:00
12370,8528,entregue,2023-03-02T00:00:00,2023-03-07,2023-03-05,Total Express,UZ814082692BR,2025-05-12T00:00:00
12371,4920,entregue,2024-09-25T00:00:00,2024-09-28,2024-09-28,DHL,QS392143555BR,2025-07-12T00:00:00
12372,2848,entregue,2025-01-04T00:00:00,2025-01-20,2025-01-20,Loggi,SP315142025BR,2025-08-05T00:00:00
12373,13613,entregue,2023-11-23T00:00:00,2023-12-08,2023-12-10,FedEx,LW247253153BR,2025-07-31T00:00:00
12374,5717,entregue,2024-04-06T00:00:00,2024-04-12,2024-04-16,JadLog,OB628914926BR,2025-08-30T00:00:00
12375,506,em_transito,2025-12-09T00:00:00,2025-12-25,,DHL,RX565322203BR,2026-05-16T00:00:00
12376,8914,entregue,2024-12-09T00:00:00,2024-12-12,2024-12-15,Total Express,IQ575169988BR,2025-01-12T00:00:00
12377,13592,pendente,2024-10-30T00:00:00,2024-11-06,,Total Express,YN621892825BR,2025-04-04T00:00:00
12378,9532,entregue,2023-01-06T00:00:00,2023-01-09,2023-01-10,Azul Cargo,NJ633683873BR,2024-12-24T00:00:00
12379,10528,em_transito,2023-05-07T00:00:00,2023-05-10,,Total Express,WF501587944BR,2025-06-28T00:00:00
12380,6681,em_transito,2024-07-16T00:00:00,2024-07-27,,FedEx,SU000708838BR,2025-04-06T00:00:00
12381,13623,entregue,2023-12-23T00:00:00,2024-01-09,2024-01-13,Loggi,QJ182545967BR,2024-12-03T00:00:00
12382,14840,entregue,2023-04-30T00:00:00,2023-05-13,2023-05-12,Total Express,FN807575959BR,2024-10-16T00:00:00
12383,8940,entregue,2023-07-14T00:00:00,2023-07-19,2023-07-20,FedEx,GG970727051BR,2026-01-27T00:00:00
12384,4544,devolvido,2024-02-15T00:00:00,2024-03-04,2024-03-09,Azul Cargo,UE991094891BR,2024-04-29T00:00:00
12385,2055,devolvido,2023-11-23T00:00:00,2023-12-11,2023-12-23,Latam Cargo,HT802075714BR,2025-06-26T00:00:00
12386,123,entregue,2026-03-23T00:00:00,2026-04-10,2026-04-10,Latam Cargo,FT544887423BR,2026-05-07T00:00:00
12387,7427,entregue,2026-01-28T00:00:00,2026-02-06,2026-02-04,DHL,NI078030830BR,2026-05-06T00:00:00
12388,14759,pendente,2025-02-19T00:00:00,2025-03-08,,Loggi,JD735611406BR,2025-11-04T00:00:00
12389,3418,entregue,2023-09-28T00:00:00,2023-10-02,2023-10-06,Azul Cargo,YY895444907BR,2025-05-25T00:00:00
12390,13336,em_transito,2025-08-19T00:00:00,2025-08-23,,Correios,DD431752428BR,2026-02-02T00:00:00
12391,6553,pendente,2023-03-11T00:00:00,2023-03-16,,Correios,IQ887597621BR,2023-12-18T00:00:00
12392,9990,em_transito,2025-12-15T00:00:00,2025-12-25,,DHL,DP214852494BR,2026-01-28T00:00:00
12393,5630,em_transito,2026-05-14T00:00:00,2026-05-27,,Correios,OV547009706BR,2026-05-17T00:00:00
12394,1715,pendente,2026-02-01T00:00:00,2026-02-18,,Total Express,WA115313258BR,2026-05-20T00:00:00
12395,3781,entregue,2024-08-23T00:00:00,2024-08-31,2024-08-30,Total Express,GC850147982BR,2026-03-26T00:00:00
12396,12893,entregue,2023-07-12T00:00:00,2023-07-25,2023-07-25,Latam Cargo,DO884251868BR,2024-12-28T00:00:00
12397,14370,entregue,2023-11-28T00:00:00,2023-12-11,2023-12-14,Correios,QV236890318BR,2025-10-10T00:00:00
12398,686,entregue,2024-12-23T00:00:00,2025-01-12,2025-01-15,Total Express,OU107319028BR,2025-03-11T00:00:00
12399,10738,entregue,2023-06-19T00:00:00,2023-06-25,2023-06-28,Loggi,VK681652586BR,2025-11-09T00:00:00
12400,5345,entregue,2024-01-25T00:00:00,2024-02-11,2024-02-13,DHL,SR126453104BR,2024-08-25T00:00:00
12401,1790,entregue,2025-12-30T00:00:00,2026-01-02,2026-01-01,FedEx,PK254613063BR,2026-02-19T00:00:00
12402,2770,devolvido,2025-10-20T00:00:00,2025-11-06,2025-11-12,FedEx,FB431743372BR,2026-03-26T00:00:00
12403,11204,devolvido,2023-06-09T00:00:00,2023-06-21,2023-06-27,Total Express,DY349356516BR,2024-01-16T00:00:00
12404,7313,em_transito,2023-03-25T00:00:00,2023-04-06,,FedEx,AF542523250BR,2023-10-04T00:00:00
12405,11280,entregue,2026-04-07T00:00:00,2026-04-26,2026-04-27,FedEx,AN292925048BR,2026-06-10T00:00:00
12406,10802,entregue,2025-02-20T00:00:00,2025-02-26,2025-02-24,FedEx,VD572645186BR,2025-03-25T00:00:00
12407,1029,entregue,2025-11-08T00:00:00,2025-11-26,2025-11-26,DHL,BD547441130BR,2026-04-29T00:00:00
12408,1448,entregue,2025-03-02T00:00:00,2025-03-14,2025-03-13,DHL,HL427097300BR,2025-03-11T00:00:00
12409,4364,entregue,2025-06-26T00:00:00,2025-07-10,2025-07-09,FedEx,BC615185887BR,2025-12-12T00:00:00
12410,3278,entregue,2025-09-03T00:00:00,2025-09-18,2025-09-21,Loggi,NW669527132BR,2025-11-21T00:00:00
12411,6935,entregue,2024-07-03T00:00:00,2024-07-08,2024-07-11,JadLog,NC039995844BR,2026-04-06T00:00:00
12412,3135,em_transito,2023-08-16T00:00:00,2023-08-23,,Correios,DA563205455BR,2024-12-22T00:00:00
12413,13730,entregue,2025-07-31T00:00:00,2025-08-10,2025-08-10,FedEx,JO842404858BR,2026-02-23T00:00:00
12414,8302,entregue,2023-02-05T00:00:00,2023-02-09,2023-02-10,JadLog,NQ724868426BR,2024-05-06T00:00:00
12415,875,entregue,2026-01-28T00:00:00,2026-01-31,2026-01-29,FedEx,QR829889133BR,2026-02-22T00:00:00
12416,8069,entregue,2025-09-20T00:00:00,2025-09-26,2025-09-28,DHL,NE428368173BR,2025-11-12T00:00:00
12417,6796,entregue,2026-05-05T00:00:00,2026-05-21,2026-05-24,Total Express,LA435114391BR,2026-05-10T00:00:00
12418,12850,entregue,2023-06-21T00:00:00,2023-07-01,2023-07-04,Latam Cargo,YH131236643BR,2025-07-08T00:00:00
12419,5417,entregue,2026-04-28T00:00:00,2026-05-14,2026-05-15,FedEx,BT977635727BR,2026-05-11T00:00:00
12420,1690,entregue,2023-01-03T00:00:00,2023-01-20,2023-01-19,FedEx,SC640628010BR,2025-07-15T00:00:00
12421,13429,entregue,2025-04-21T00:00:00,2025-05-02,2025-05-03,DHL,QG449985275BR,2025-05-15T00:00:00
12422,6917,em_transito,2023-10-24T00:00:00,2023-10-27,,JadLog,BL017745572BR,2024-05-31T00:00:00
12423,1587,pendente,2025-09-27T00:00:00,2025-10-04,,Latam Cargo,XJ077869517BR,2026-03-22T00:00:00
12424,4041,entregue,2023-02-07T00:00:00,2023-02-25,2023-02-26,Azul Cargo,PG202194957BR,2024-11-20T00:00:00
12425,11519,entregue,2026-02-17T00:00:00,2026-02-27,2026-03-03,JadLog,BJ648003236BR,2026-04-01T00:00:00
12426,3811,entregue,2025-09-04T00:00:00,2025-09-16,2025-09-17,FedEx,XE438017823BR,2026-05-29T00:00:00
12427,12836,entregue,2024-06-23T00:00:00,2024-07-09,2024-07-07,JadLog,DF322539254BR,2026-01-03T00:00:00
12428,12111,entregue,2024-04-07T00:00:00,2024-04-23,2024-04-24,DHL,UU152568316BR,2024-05-01T00:00:00
12429,14506,devolvido,2025-09-08T00:00:00,2025-09-13,2025-09-20,Loggi,AA129561966BR,2026-03-21T00:00:00
12430,9054,entregue,2023-11-21T00:00:00,2023-12-08,2023-12-07,FedEx,HQ427933371BR,2025-03-06T00:00:00
12431,8377,entregue,2025-01-06T00:00:00,2025-01-11,2025-01-13,Loggi,IN474713681BR,2026-03-02T00:00:00
12432,9761,entregue,2023-11-05T00:00:00,2023-11-18,2023-11-23,Total Express,XM287609718BR,2023-12-19T00:00:00
12433,2541,entregue,2025-09-24T00:00:00,2025-10-09,2025-10-08,Latam Cargo,WR691951949BR,2026-05-20T00:00:00
12434,14429,entregue,2024-03-27T00:00:00,2024-04-11,2024-04-10,JadLog,XZ639545483BR,2026-02-05T00:00:00
12435,13824,entregue,2024-04-10T00:00:00,2024-04-17,2024-04-19,JadLog,OX753999343BR,2025-08-24T00:00:00
12436,1169,em_transito,2025-04-22T00:00:00,2025-04-27,,JadLog,SL109880464BR,2025-06-07T00:00:00
12437,12988,entregue,2023-12-22T00:00:00,2023-12-29,2023-12-28,Correios,SD427145957BR,2024-07-07T00:00:00
12438,6895,entregue,2024-09-23T00:00:00,2024-10-04,2024-10-06,Loggi,OB262408268BR,2025-07-17T00:00:00
12439,13948,em_transito,2023-06-23T00:00:00,2023-06-27,,FedEx,RM838279734BR,2024-12-29T00:00:00
12440,6148,entregue,2025-09-14T00:00:00,2025-10-04,2025-10-03,Azul Cargo,BL457691264BR,2026-05-05T00:00:00
12441,7196,entregue,2025-11-06T00:00:00,2025-11-18,2025-11-16,Loggi,HB626486047BR,2026-05-29T00:00:00
12442,10322,entregue,2026-03-21T00:00:00,2026-03-24,2026-03-24,Correios,DW655189726BR,2026-03-28T00:00:00
12443,423,entregue,2024-01-02T00:00:00,2024-01-14,2024-01-15,FedEx,HT137275734BR,2026-02-14T00:00:00
12444,9782,em_transito,2025-08-29T00:00:00,2025-09-14,,Azul Cargo,LE816375366BR,2026-04-29T00:00:00
12445,13670,em_transito,2023-03-30T00:00:00,2023-04-06,,Correios,RV472516384BR,2024-11-25T00:00:00
12446,1184,entregue,2024-06-17T00:00:00,2024-07-02,2024-07-01,JadLog,GJ553408317BR,2026-01-16T00:00:00
12447,13434,entregue,2024-09-06T00:00:00,2024-09-21,2024-09-23,Azul Cargo,IQ655245232BR,2025-09-10T00:00:00
12448,11916,em_transito,2025-03-16T00:00:00,2025-03-25,,Correios,YN734348921BR,2025-07-29T00:00:00
12449,8068,entregue,2023-05-07T00:00:00,2023-05-10,2023-05-15,Loggi,IV856770845BR,2023-08-13T00:00:00
12450,3895,entregue,2024-07-11T00:00:00,2024-07-21,2024-07-24,DHL,HC510120465BR,2025-01-12T00:00:00
12451,12995,pendente,2023-05-10T00:00:00,2023-05-22,,Loggi,UO863500866BR,2024-10-01T00:00:00
12452,9755,em_transito,2024-07-23T00:00:00,2024-08-12,,DHL,YO633233906BR,2024-10-21T00:00:00
12453,191,entregue,2023-12-02T00:00:00,2023-12-21,2023-12-24,Loggi,PU564103230BR,2026-03-04T00:00:00
12454,11372,entregue,2024-07-28T00:00:00,2024-07-31,2024-07-30,DHL,CG886879516BR,2025-02-19T00:00:00
12455,185,entregue,2023-06-27T00:00:00,2023-07-09,2023-07-13,Azul Cargo,MM661984969BR,2024-03-10T00:00:00
12456,7490,em_transito,2025-12-19T00:00:00,2026-01-06,,Correios,AR645545737BR,2026-04-01T00:00:00
12457,11499,em_transito,2025-01-28T00:00:00,2025-02-02,,FedEx,AL527916772BR,2025-04-10T00:00:00
12458,9669,pendente,2025-10-20T00:00:00,2025-10-25,,Azul Cargo,FL812649220BR,2026-01-24T00:00:00
12459,2990,em_transito,2023-10-29T00:00:00,2023-11-02,,DHL,PK087081140BR,2024-04-05T00:00:00
12460,4297,entregue,2024-09-21T00:00:00,2024-10-08,2024-10-07,Latam Cargo,GN242843198BR,2025-04-01T00:00:00
12461,2232,entregue,2026-02-08T00:00:00,2026-02-25,2026-02-24,Loggi,NE519311183BR,2026-06-09T00:00:00
12462,7118,em_transito,2023-07-09T00:00:00,2023-07-13,,JadLog,NK939658302BR,2026-01-23T00:00:00
12463,4286,entregue,2025-02-07T00:00:00,2025-02-13,2025-02-12,Total Express,LL032185179BR,2025-04-10T00:00:00
12464,2808,entregue,2023-09-09T00:00:00,2023-09-22,2023-09-21,Total Express,IN670422644BR,2026-03-27T00:00:00
12465,13435,em_transito,2024-08-12T00:00:00,2024-08-16,,FedEx,HO814333699BR,2026-04-12T00:00:00
12466,10048,entregue,2023-02-03T00:00:00,2023-02-21,2023-02-22,JadLog,GQ403654245BR,2023-03-09T00:00:00
12467,8328,entregue,2024-06-11T00:00:00,2024-06-21,2024-06-25,Loggi,AS123880411BR,2025-01-29T00:00:00
12468,12005,em_transito,2023-06-10T00:00:00,2023-06-19,,Azul Cargo,XF305003990BR,2023-07-15T00:00:00
12469,13696,entregue,2024-05-18T00:00:00,2024-05-21,2024-05-20,JadLog,PC980749048BR,2025-02-26T00:00:00
12470,6767,em_transito,2025-08-13T00:00:00,2025-08-23,,Total Express,IE814451180BR,2025-09-28T00:00:00
12471,8517,em_transito,2024-01-29T00:00:00,2024-02-04,,FedEx,RI159726807BR,2024-11-17T00:00:00
12472,1433,em_transito,2025-06-03T00:00:00,2025-06-15,,Correios,SI940033152BR,2025-07-21T00:00:00
12473,13379,pendente,2025-08-06T00:00:00,2025-08-24,,Loggi,YF899760351BR,2025-09-08T00:00:00
12474,14151,entregue,2024-02-11T00:00:00,2024-02-25,2024-02-23,JadLog,KW869556591BR,2025-12-02T00:00:00
12475,14233,entregue,2024-07-22T00:00:00,2024-07-26,2024-07-25,Latam Cargo,IU357514580BR,2025-09-19T00:00:00
12476,6840,entregue,2024-07-17T00:00:00,2024-08-05,2024-08-04,FedEx,RA005836598BR,2025-08-17T00:00:00
12477,14251,entregue,2024-11-23T00:00:00,2024-12-10,2024-12-14,FedEx,LU766185154BR,2026-02-07T00:00:00
12478,2055,entregue,2023-06-30T00:00:00,2023-07-17,2023-07-16,Total Express,BS898932115BR,2024-03-30T00:00:00
12479,5755,entregue,2025-10-08T00:00:00,2025-10-28,2025-10-27,JadLog,NZ043179302BR,2026-04-21T00:00:00
12480,5073,devolvido,2024-05-23T00:00:00,2024-06-07,2024-06-19,Azul Cargo,WA202344660BR,2024-10-13T00:00:00
12481,4923,em_transito,2024-12-22T00:00:00,2025-01-06,,JadLog,KF099482279BR,2025-11-21T00:00:00
12482,11678,em_transito,2024-12-14T00:00:00,2024-12-28,,DHL,HC890751689BR,2025-10-18T00:00:00
12483,10170,entregue,2026-04-24T00:00:00,2026-04-30,2026-05-02,JadLog,FA946457318BR,2026-04-27T00:00:00
12484,10075,entregue,2025-05-23T00:00:00,2025-05-27,2025-05-29,DHL,MO236580965BR,2025-09-28T00:00:00
12485,4048,entregue,2025-09-28T00:00:00,2025-10-16,2025-10-15,Total Express,BY650087779BR,2026-06-02T00:00:00
12486,12417,entregue,2026-04-23T00:00:00,2026-05-02,2026-05-04,Latam Cargo,AD680086027BR,2026-06-11T00:00:00
12487,8976,entregue,2024-12-04T00:00:00,2024-12-23,2024-12-21,FedEx,MP927550664BR,2026-04-27T00:00:00
12488,5451,em_transito,2023-01-14T00:00:00,2023-01-17,,Total Express,BT662774606BR,2025-07-15T00:00:00
12489,7183,entregue,2023-05-20T00:00:00,2023-05-30,2023-05-31,Correios,YO934284051BR,2024-05-17T00:00:00
12490,7776,pendente,2023-07-12T00:00:00,2023-07-30,,JadLog,LB449083591BR,2024-06-04T00:00:00
12491,14738,entregue,2025-01-26T00:00:00,2025-02-11,2025-02-09,Correios,QV133751614BR,2025-05-15T00:00:00
12492,13304,entregue,2026-05-18T00:00:00,2026-05-27,2026-05-28,Correios,GM217008506BR,2026-06-06T00:00:00
12493,2084,entregue,2024-10-20T00:00:00,2024-11-02,2024-10-31,Latam Cargo,YN644897229BR,2025-10-08T00:00:00
12494,571,entregue,2024-12-12T00:00:00,2024-12-17,2024-12-17,FedEx,IP577349096BR,2026-04-17T00:00:00
12495,2886,em_transito,2024-01-09T00:00:00,2024-01-15,,Correios,RC849275238BR,2024-03-10T00:00:00
12496,8075,entregue,2024-09-23T00:00:00,2024-10-13,2024-10-14,Latam Cargo,YL507968636BR,2025-05-13T00:00:00
12497,6886,pendente,2023-10-29T00:00:00,2023-11-08,,Azul Cargo,UX367258033BR,2024-05-16T00:00:00
12498,4313,pendente,2024-08-17T00:00:00,2024-09-02,,Latam Cargo,OJ870365547BR,2025-05-23T00:00:00
12499,6945,entregue,2024-01-30T00:00:00,2024-02-13,2024-02-16,FedEx,OR432869950BR,2026-05-09T00:00:00
12500,9907,devolvido,2023-05-19T00:00:00,2023-05-25,2023-06-04,Loggi,HT924469320BR,2023-06-23T00:00:00
12501,7494,entregue,2023-02-04T00:00:00,2023-02-13,2023-02-17,DHL,KB268540434BR,2024-07-04T00:00:00
12502,2952,entregue,2023-04-28T00:00:00,2023-05-06,2023-05-05,Azul Cargo,GI846468996BR,2023-10-23T00:00:00
12503,1023,devolvido,2024-05-25T00:00:00,2024-05-28,2024-06-05,Loggi,RB824206402BR,2025-02-04T00:00:00
12504,5784,entregue,2024-04-10T00:00:00,2024-04-15,2024-04-20,Latam Cargo,HV300526949BR,2026-02-10T00:00:00
12505,5944,entregue,2024-01-04T00:00:00,2024-01-18,2024-01-21,JadLog,BI477010117BR,2026-02-19T00:00:00
12506,14970,entregue,2026-01-06T00:00:00,2026-01-26,2026-01-27,Correios,VR698400810BR,2026-02-17T00:00:00
12507,13260,entregue,2023-09-06T00:00:00,2023-09-18,2023-09-22,Loggi,WB930434416BR,2025-06-17T00:00:00
12508,9424,em_transito,2023-06-19T00:00:00,2023-07-08,,Correios,QQ491457594BR,2024-11-07T00:00:00
12509,5696,entregue,2023-02-22T00:00:00,2023-03-09,2023-03-13,Correios,YQ663896324BR,2023-06-15T00:00:00
12510,7461,entregue,2023-02-18T00:00:00,2023-02-25,2023-02-24,Latam Cargo,GJ373738894BR,2024-02-11T00:00:00
12511,10988,entregue,2024-12-23T00:00:00,2025-01-04,2025-01-02,Latam Cargo,XZ178346681BR,2026-03-16T00:00:00
12512,10850,entregue,2025-03-28T00:00:00,2025-04-05,2025-04-05,Loggi,OZ129412672BR,2025-10-27T00:00:00
12513,12105,entregue,2025-03-13T00:00:00,2025-04-01,2025-04-02,Correios,XL186317971BR,2026-04-12T00:00:00
12514,3213,entregue,2025-06-27T00:00:00,2025-07-04,2025-07-07,Azul Cargo,YC052685188BR,2025-10-17T00:00:00
12515,10998,entregue,2025-03-28T00:00:00,2025-04-16,2025-04-16,DHL,FU732870813BR,2026-06-04T00:00:00
12516,9513,entregue,2023-08-04T00:00:00,2023-08-13,2023-08-14,Latam Cargo,YH511337101BR,2025-09-22T00:00:00
12517,1062,entregue,2024-03-05T00:00:00,2024-03-24,2024-03-25,DHL,TW270445962BR,2026-03-27T00:00:00
12518,4231,em_transito,2025-12-13T00:00:00,2025-12-22,,Total Express,WO759744293BR,2026-04-03T00:00:00
12519,10927,entregue,2025-04-15T00:00:00,2025-05-03,2025-05-01,JadLog,HT018256961BR,2025-05-10T00:00:00
12520,12382,entregue,2023-12-11T00:00:00,2023-12-30,2023-12-30,Total Express,WC928792467BR,2024-06-20T00:00:00
12521,4299,entregue,2025-10-31T00:00:00,2025-11-10,2025-11-13,Latam Cargo,QR563501687BR,2026-01-07T00:00:00
12522,5194,entregue,2025-03-12T00:00:00,2025-03-23,2025-03-28,FedEx,HM972404732BR,2026-05-05T00:00:00
12523,10581,entregue,2023-03-24T00:00:00,2023-04-08,2023-04-13,JadLog,YY760674188BR,2026-05-11T00:00:00
12524,2911,entregue,2023-06-18T00:00:00,2023-06-23,2023-06-22,Correios,AU919077154BR,2024-11-25T00:00:00
12525,12371,pendente,2024-01-07T00:00:00,2024-01-11,,Azul Cargo,WG036057682BR,2024-01-17T00:00:00
12526,919,em_transito,2023-10-22T00:00:00,2023-10-30,,Correios,BR826396622BR,2023-11-09T00:00:00
12527,14567,entregue,2024-04-03T00:00:00,2024-04-15,2024-04-19,Latam Cargo,OH587647285BR,2026-04-12T00:00:00
12528,11869,entregue,2025-08-31T00:00:00,2025-09-15,2025-09-17,DHL,LY676968822BR,2025-10-11T00:00:00
12529,8987,entregue,2025-03-20T00:00:00,2025-03-23,2025-03-23,FedEx,BJ801870271BR,2025-12-07T00:00:00
12530,4202,entregue,2025-05-31T00:00:00,2025-06-16,2025-06-19,Total Express,ZB261023744BR,2025-06-17T00:00:00
12531,1122,entregue,2023-04-28T00:00:00,2023-05-06,2023-05-07,Latam Cargo,YR252674949BR,2025-07-12T00:00:00
12532,9021,entregue,2026-03-01T00:00:00,2026-03-05,2026-03-04,Azul Cargo,WW209424957BR,2026-03-29T00:00:00
12533,5359,entregue,2023-04-16T00:00:00,2023-04-30,2023-05-05,Loggi,BT425638536BR,2023-11-20T00:00:00
12534,7967,entregue,2024-08-11T00:00:00,2024-08-30,2024-08-29,JadLog,WW083389612BR,2024-08-24T00:00:00
12535,10818,entregue,2024-03-07T00:00:00,2024-03-16,2024-03-19,FedEx,XO459200565BR,2024-09-02T00:00:00
