id_produto,nome_produto,descricao,preco,estoque,id_categoria,id_fornecedor,marca,peso_kg,updated_at
13855,Nike Slim Cupiditate 7368,Veniam tenetur similique ipsam saepe ullam quos eum nobis voluptatum error molestiae fuga.,3767.21,20,10614,2955,Nike,2.83,2024-10-06T00:00:00
13856,Samsung Plus Eaque 6819,Tempora fugit facere pariatur minus iure repellendus velit nostrum ea harum iusto occaecati odio.,3693.36,423,13722,7818,Samsung,5.3,2025-06-04T00:00:00
13857,Britânia Smart Exercitationem 4342,Provident accusamus adipisci nostrum deserunt iure tempore recusandae doloremque.,3654.46,175,14242,14968,Britânia,5.16,2023-03-01T00:00:00
13858,Britânia Smart Debitis 1477,Doloremque cupiditate nulla beatae deleniti eum consequuntur explicabo laudantium recusandae.,1544.98,444,7266,2454,Britânia,26.79,2024-03-25T00:00:00
13859,LG Ultra Voluptate 9823,Dolores perferendis praesentium accusantium magni velit ipsam magnam.,3810.85,186,3289,6874,LG,12.16,2025-01-17T00:00:00
13860,Adidas Pro Repellat 6725,Nobis impedit porro voluptatibus placeat ipsum aspernatur ducimus quasi temporibus voluptas deleniti sunt.,2081.98,324,13618,5812,Adidas,5.68,2025-02-09T00:00:00
13861,Havaianas Smart Qui 4662,Minus natus ut necessitatibus expedita suscipit sapiente assumenda eveniet nisi quasi.,4697.96,374,8814,9553,Havaianas,10.18,2023-01-20T00:00:00
13862,HP Plus Corporis 8108,Sapiente labore eveniet dolorem necessitatibus repudiandae architecto eos ad quaerat eligendi eaque.,1655.09,410,4871,11033,HP,10.62,2023-12-28T00:00:00
13863,Motorola Slim Quae 4297,Quod id cupiditate reprehenderit voluptatibus possimus tenetur fuga.,1812.57,124,3254,12954,Motorola,6.1,2023-10-28T00:00:00
13864,Mondial Slim Eos 1860,Fuga amet vitae minima minus cumque distinctio tenetur ea eveniet.,1336.45,331,8524,13893,Mondial,21.86,2023-06-24T00:00:00
13865,Panasonic Smart Mollitia 8743,Nihil est sint aliquam molestias a quaerat quos.,4604.81,403,4038,14550,Panasonic,15.07,2025-11-15T00:00:00
13866,Nike Premium Eligendi 5621,Perspiciatis ut hic quibusdam quaerat vitae qui quae.,948.94,440,10540,8711,Nike,16.65,2024-02-10T00:00:00
13867,Havaianas Max Aperiam 2960,Ea quasi nisi provident repellat corrupti mollitia.,3988.88,27,4637,2511,Havaianas,27.69,2024-05-27T00:00:00
13868,Lenovo Ultra Dolores 1986,Id nisi saepe vitae quaerat reprehenderit.,3049.28,344,1033,9572,Lenovo,9.07,2026-02-04T00:00:00
13869,Arno Lite Vero 988,Ipsam totam cupiditate tempora ut voluptas voluptatem consequatur quibusdam.,671.89,227,13211,8245,Arno,24.4,2026-05-03T00:00:00
13870,Mondial Turbo Quia 6781,Animi laudantium ratione dolorum distinctio error maiores.,52.24,229,1783,14363,Mondial,9.58,2026-05-11T00:00:00
13871,Adidas Pro Dolorem 1558,Dolore fugiat repellat fugiat laudantium reprehenderit fugit recusandae.,1828.77,53,4007,9698,Adidas,19.11,2023-06-16T00:00:00
13872,Lenovo Lite Nihil 7495,Iure recusandae magni delectus magnam numquam.,3292.95,389,10352,9516,Lenovo,11.52,2026-03-23T00:00:00
13873,Tramontina Plus Distinctio 6494,Ea corrupti nostrum cum unde hic beatae soluta.,887.61,59,2490,11223,Tramontina,13.78,2023-11-09T00:00:00
13874,Dell Plus Laudantium 7554,Non placeat voluptatem magnam magnam nesciunt occaecati porro.,32.27,249,5264,13841,Dell,8.61,2023-10-29T00:00:00
13875,Dell Smart Eum 1410,Aperiam aperiam repudiandae suscipit optio ab.,3593.22,497,3026,10193,Dell,6.16,2024-09-25T00:00:00
13876,Adidas Lite Facilis 6789,Eos voluptatem vero dicta eius atque.,3299.47,168,10526,12279,Adidas,7.48,2024-05-24T00:00:00
13877,Apple Slim Occaecati 8724,Accusamus maiores corrupti amet debitis perferendis porro fuga numquam officiis corporis ratione.,2121.98,287,12724,3189,Apple,22.65,2024-04-06T00:00:00
13878,Havaianas Smart Laborum 1685,Fuga error cum esse voluptatibus accusamus.,3803.62,172,11897,6478,Havaianas,14.42,2026-03-27T00:00:00
13879,Intelbras Lite Dignissimos 3090,Nihil dolore corrupti error dolores aut dolores harum odit ut sit minus.,1409.37,177,11343,12714,Intelbras,18.51,2024-05-10T00:00:00
13880,LG Plus Aliquid 5503,Porro iste cumque assumenda rerum quaerat veniam occaecati id eveniet ipsum inventore sunt.,2397.89,156,13203,451,LG,14.5,2023-06-03T00:00:00
13881,LG Slim Aperiam 8401,Quidem occaecati reiciendis repellat dolores vel sapiente omnis assumenda aliquid accusamus.,4520.07,389,2574,8106,LG,3.43,2025-02-24T00:00:00
13882,HP Max Quam 162,Adipisci dolore eveniet veniam architecto ab pariatur iusto quasi.,308.46,389,829,1776,HP,26.22,2024-02-25T00:00:00
13883,Arno Plus Porro 3917,Illum nisi explicabo praesentium omnis animi vitae possimus nam odio quam expedita rem.,1026.39,69,8309,9825,Arno,16.04,2023-02-11T00:00:00
13884,Dell Lite Ab 1311,Corporis deserunt impedit sint a nulla ducimus ex necessitatibus ratione soluta.,4237.76,5,8393,8040,Dell,16.29,2024-12-22T00:00:00
13885,Havaianas Super Quam 7901,Eveniet quibusdam exercitationem repellendus alias inventore velit eos.,2002.8,229,6702,8428,Havaianas,16.69,2023-03-02T00:00:00
13886,Localfrio Lite Voluptas 3349,Ex itaque quasi natus atque ea illo sapiente consequuntur ducimus recusandae nesciunt.,469.63,425,12787,3224,Localfrio,0.86,2025-06-02T00:00:00
13887,Intelbras Ultra Eligendi 1734,Nobis doloribus explicabo corporis iure eius iure earum atque est libero.,550.48,280,12511,7842,Intelbras,17.96,2026-03-23T00:00:00
13888,HP Plus Cupiditate 8114,Magnam esse atque numquam non nam beatae pariatur inventore ipsam expedita ipsam.,1997.23,383,13282,1849,HP,9.24,2024-10-04T00:00:00
13889,Sony Plus Dolore 1950,Molestias exercitationem laborum sunt molestias magni illo modi.,1038.01,87,11648,5963,Sony,20.85,2025-11-01T00:00:00
13890,HP Lite Et 5265,Dicta praesentium dolore sapiente nemo minima natus laudantium asperiores perspiciatis.,1501.85,445,9429,214,HP,17.42,2026-01-06T00:00:00
13891,Adidas Slim Distinctio 8290,Iste dolorem assumenda occaecati ut distinctio voluptates delectus sint debitis ut consequuntur distinctio.,4017.68,142,532,14270,Adidas,18.84,2024-06-06T00:00:00
13892,Oster Pro Quisquam 2006,Iusto itaque deleniti fugiat deserunt ipsam reiciendis.,4554.47,42,13693,9207,Oster,17.93,2023-06-09T00:00:00
13893,Samsung Smart Sequi 7724,Quas odio optio ipsam nobis ipsum quidem quasi reprehenderit necessitatibus fuga beatae.,2284.17,106,7696,1056,Samsung,11.39,2024-11-23T00:00:00
13894,Havaianas Premium Laboriosam 4458,Ex deserunt cumque tenetur quos dolore ad dolor accusantium alias quasi expedita vitae.,704.44,132,3462,3522,Havaianas,8.68,2023-11-28T00:00:00
13895,Braun Turbo Repudiandae 7562,Consequatur laborum placeat neque facere odit voluptatum voluptatibus voluptatibus.,583.97,278,1141,10069,Braun,8.16,2023-02-25T00:00:00
13896,Dell Super Exercitationem 7857,Numquam voluptatibus architecto ducimus non et repudiandae quae dolores optio modi libero quis.,571.43,110,3662,8046,Dell,6.22,2025-05-21T00:00:00
13897,HP Turbo Minima 5450,Non perspiciatis deleniti iure sapiente voluptatum.,2288.59,113,7922,6494,HP,0.21,2024-02-09T00:00:00
13898,Mondial Pro Ipsum 7181,Consectetur cupiditate provident doloremque aut voluptate totam ab autem vitae natus tenetur autem.,4604.72,218,12448,252,Mondial,20.91,2024-07-28T00:00:00
13899,Motorola Ultra Exercitationem 355,Soluta maxime natus nesciunt odio molestias quod iste fugiat tempore deleniti molestias.,4404.54,102,12666,11644,Motorola,13.98,2026-03-16T00:00:00
13900,Oster Ultra Temporibus 4888,Molestias dicta quibusdam quibusdam minus consequatur maxime.,3782.37,382,12904,5830,Oster,6.85,2025-09-11T00:00:00
13901,Samsung Slim Possimus 4518,Vel vitae explicabo ratione eligendi voluptates.,241.46,161,8637,884,Samsung,17.88,2026-02-05T00:00:00
13902,Multilaser Super Sapiente 2407,Minima perspiciatis est numquam maxime a.,874.67,268,4333,9858,Multilaser,15.86,2023-03-17T00:00:00
13903,Philips Lite Voluptatum 5859,Asperiores deserunt non placeat reiciendis dicta corporis itaque neque nesciunt.,4212.38,414,3646,14731,Philips,28.43,2024-01-30T00:00:00
13904,Philips Smart Cum 5963,Eaque ex saepe atque unde atque voluptatum quae rerum iusto corrupti ipsa.,1860.58,323,3477,6799,Philips,17.41,2024-10-15T00:00:00
13905,Multilaser Super Tenetur 2533,Unde fugiat ducimus ea dolorum sit reiciendis quidem id quidem quae.,3330.12,308,1632,1336,Multilaser,7.29,2023-11-30T00:00:00
13906,Havaianas Pro Totam 9423,Doloremque beatae fugit laboriosam autem aliquam id temporibus ipsum.,1543.45,406,284,338,Havaianas,10.54,2026-01-11T00:00:00
13907,Localfrio Premium Cupiditate 3384,Delectus accusantium hic at reprehenderit atque consequuntur et.,4598.17,161,11458,2645,Localfrio,17.97,2026-03-21T00:00:00
13908,Multilaser Pro Quibusdam 9955,Fugit laudantium suscipit optio labore nobis placeat omnis enim vero corporis.,1086.3,189,11477,12177,Multilaser,3.09,2024-03-15T00:00:00
13909,Intelbras Super Magni 8451,Fuga tempora cumque necessitatibus sit placeat.,2637.37,31,12345,2784,Intelbras,6.34,2025-03-21T00:00:00
13910,Motorola Super Hic 1820,Ex impedit nemo doloribus dolore rem nobis vitae magnam accusamus eaque cum.,4606.49,66,2591,9209,Motorola,17.65,2023-03-01T00:00:00
13911,Braun Plus Ab 5021,Consequuntur quam saepe nemo iste eius aspernatur.,3155.54,217,14210,10968,Braun,17.79,2025-06-16T00:00:00
13912,Arno Turbo Magnam 4950,Natus similique officia animi saepe eius magnam voluptatum fugit quam minus hic.,778.57,342,8584,13604,Arno,15.09,2024-04-30T00:00:00
13913,Mondial Ultra Atque 3979,Nostrum ratione eligendi error vero soluta eum sequi velit occaecati.,721.58,225,14411,6154,Mondial,28.25,2025-12-13T00:00:00
13914,Nike Ultra Eos 2704,Libero sit natus inventore veniam rem veritatis similique quod.,736.48,399,11806,8719,Nike,20.18,2024-06-24T00:00:00
13915,Localfrio Plus Animi 8093,Perspiciatis nam accusantium dolorum perspiciatis voluptatibus quos aliquid ut assumenda.,3217.87,440,14187,9009,Localfrio,14.65,2023-07-03T00:00:00
13916,HP Plus Voluptatibus 8334,Possimus error dignissimos similique similique provident maxime expedita delectus.,3880.26,276,834,11169,HP,0.29,2026-03-06T00:00:00
13917,Lenovo Turbo Quas 1979,Velit at in reiciendis placeat quam sapiente voluptas quasi ut labore.,4996.44,384,14610,5590,Lenovo,1.88,2024-01-20T00:00:00
13918,Britânia Max Quos 931,Similique eum sunt exercitationem quaerat perspiciatis ipsum harum beatae dolorum.,3460.34,19,1938,7217,Britânia,14.71,2024-03-24T00:00:00
13919,Electrolux Premium Quaerat 4054,Eius autem corporis deserunt ducimus dignissimos blanditiis harum corporis.,2941.98,170,9865,11982,Electrolux,4.75,2024-01-27T00:00:00
13920,Localfrio Premium Similique 5026,In ex praesentium illum eligendi rem quibusdam consequuntur unde consequatur culpa.,530.64,26,174,14557,Localfrio,21.85,2023-12-31T00:00:00
13921,Havaianas Max Repellat 7315,Maxime deleniti possimus qui non eos.,4970.89,193,3275,12298,Havaianas,1.81,2023-05-26T00:00:00
13922,Multilaser Smart Aliquid 8774,Inventore natus doloremque accusantium molestiae quo inventore nesciunt nam accusamus provident distinctio.,288.26,190,3522,7283,Multilaser,6.82,2026-05-13T00:00:00
13923,Samsung Pro Esse 8997,Explicabo explicabo quae provident nostrum nesciunt facere perferendis.,871.41,477,629,4946,Samsung,15.23,2023-10-25T00:00:00
13924,Motorola Ultra Vitae 7299,Veritatis perferendis exercitationem porro asperiores et fugit ullam exercitationem.,3452.46,225,13989,3760,Motorola,10.76,2026-01-07T00:00:00
13925,Havaianas Turbo Reprehenderit 5809,Sed cumque reiciendis ab amet minima neque laboriosam nulla aliquid inventore.,4464.11,48,10316,3926,Havaianas,6.13,2024-06-05T00:00:00
13926,Motorola Plus Fugiat 8793,Dolor repudiandae neque doloremque corporis ratione omnis aperiam quasi aliquid.,4308.82,240,6308,11068,Motorola,29.82,2024-04-29T00:00:00
13927,Multilaser Super Iste 9465,Nam laboriosam fuga quas nam sint praesentium.,3396.24,267,8644,2735,Multilaser,20.24,2025-05-05T00:00:00
13928,Arno Ultra Expedita 6031,Quod deserunt tenetur alias unde ab.,2426.22,335,8723,5072,Arno,21.03,2023-08-30T00:00:00
13929,Positivo Lite Veritatis 2501,Corporis provident corporis officiis saepe reiciendis ut quasi voluptatum.,2420.86,379,11319,11692,Positivo,1.75,2024-02-11T00:00:00
13930,Panasonic Ultra Suscipit 4950,Iste nam hic et facere illum mollitia.,4051.92,222,3626,6992,Panasonic,24.57,2023-10-05T00:00:00
13931,Havaianas Plus Dolores 3552,Et ullam labore architecto beatae praesentium quisquam reprehenderit blanditiis.,4885.97,37,3730,13040,Havaianas,1.95,2025-05-01T00:00:00
13932,Lenovo Slim Cumque 9274,Expedita quas incidunt explicabo facilis deserunt dolores ipsam aliquid nam.,2896.33,320,11632,8629,Lenovo,4.76,2023-03-01T00:00:00
13933,Sony Pro Alias 5529,Deleniti accusantium eos repudiandae molestias facilis esse nisi id a repellendus officia.,1745.9,112,1492,5282,Sony,20.47,2026-02-25T00:00:00
13934,Braun Premium In 7641,Beatae magni nesciunt iusto similique repudiandae at esse officiis dolores aspernatur omnis fugiat natus.,3936.13,23,8992,11831,Braun,20.13,2024-01-22T00:00:00
13935,Positivo Lite Mollitia 3015,Consectetur aut facilis dicta aspernatur laudantium minus tenetur necessitatibus ipsam minima itaque.,1421.22,166,1289,646,Positivo,26.92,2024-10-11T00:00:00
13936,Samsung Pro Officiis 7626,Libero veniam similique odit reprehenderit saepe sequi ipsa praesentium consectetur vitae facere impedit.,3551.38,340,5300,1913,Samsung,18.99,2024-12-16T00:00:00
13937,Intelbras Lite Qui 1810,Tempore soluta reprehenderit sequi laborum eius eligendi excepturi dolore ad vero adipisci.,349.99,249,12428,5260,Intelbras,19.86,2026-01-27T00:00:00
13938,Localfrio Plus Debitis 5018,Earum quibusdam quis rem hic tenetur accusamus beatae temporibus corrupti libero voluptatum.,1353.99,2,13883,8538,Localfrio,15.65,2023-02-19T00:00:00
13939,Localfrio Lite Repellendus 9435,Maxime adipisci modi minus doloremque asperiores quo ullam eligendi ipsum accusantium perspiciatis expedita doloremque.,4257.84,13,12194,725,Localfrio,9.22,2024-08-15T00:00:00
13940,Localfrio Slim Quasi 900,Soluta saepe repellat esse eveniet minus magni recusandae adipisci nesciunt impedit.,3050.96,212,6985,9051,Localfrio,15.26,2025-05-07T00:00:00
13941,Philips Pro Similique 8786,Totam quae quam nesciunt occaecati cum.,766.67,468,2587,6369,Philips,19.5,2023-07-04T00:00:00
13942,Xiaomi Plus Voluptas 5269,Ut alias velit suscipit consequuntur rerum deleniti minima vel velit voluptates.,4813.82,493,6185,11814,Xiaomi,3.27,2026-01-22T00:00:00
13943,Adidas Smart Explicabo 7117,Aliquam blanditiis ratione quia unde soluta quo quae fugit repellat repellendus perferendis.,3202.32,303,12148,7351,Adidas,10.0,2023-03-13T00:00:00
13944,Multilaser Max Quam 9798,Dignissimos nemo pariatur adipisci dolor eius accusantium omnis nemo quas occaecati illum cupiditate.,3240.57,266,9289,11890,Multilaser,23.55,2024-06-26T00:00:00
13945,Britânia Plus Nisi 3387,Dicta quas autem sint culpa maxime labore delectus iure voluptatibus commodi.,4698.59,344,6004,3754,Britânia,20.25,2025-08-11T00:00:00
13946,Oster Slim Voluptatem 3864,Dolorem minima voluptate cumque deserunt voluptas ut iusto id est enim.,4384.0,95,13836,5440,Oster,22.38,2025-12-19T00:00:00
13947,Tramontina Ultra Quaerat 7925,Odit nesciunt itaque saepe ex fugiat impedit facere sed aliquam nemo repellat illo.,465.73,357,5008,3690,Tramontina,22.2,2025-12-22T00:00:00
13948,Intelbras Max Atque 6987,Saepe excepturi reiciendis illo laboriosam minima maiores ex eligendi doloribus assumenda.,840.11,448,2253,4443,Intelbras,23.92,2024-06-21T00:00:00
13949,Lenovo Slim Dolore 2138,Quo debitis libero minima rem ducimus nemo architecto nulla.,3499.93,268,7511,7029,Lenovo,0.76,2026-01-06T00:00:00
13950,Panasonic Super Reiciendis 1532,Alias molestiae minus atque quod libero numquam suscipit cupiditate aspernatur id.,878.04,57,9666,6330,Panasonic,20.76,2024-09-27T00:00:00
13951,HP Turbo Tempora 9326,Facere quidem temporibus qui id magni quam quod aperiam quos libero.,4146.39,65,7503,10546,HP,16.9,2026-06-04T00:00:00
13952,Samsung Ultra Accusamus 7934,Voluptates voluptas culpa distinctio amet dicta a quibusdam ducimus incidunt placeat quidem.,3450.27,68,12193,4174,Samsung,28.25,2024-02-29T00:00:00
13953,Apple Pro Ullam 2013,Ex laudantium earum aliquam a quos.,3663.9,6,573,13192,Apple,19.59,2025-07-29T00:00:00
13954,Lenovo Max Non 3016,Facilis temporibus et consequatur occaecati neque dolorem consequatur accusantium corrupti aspernatur.,4805.92,160,10535,5678,Lenovo,12.24,2025-06-03T00:00:00
13955,LG Plus Error 8872,Sint est quia odio recusandae quod atque aut fugit expedita vitae ipsam.,104.1,257,3019,2077,LG,3.28,2024-05-23T00:00:00
13956,Havaianas Pro Tempora 7842,Animi excepturi odio nisi eligendi ea cum.,2841.91,137,7968,7319,Havaianas,4.06,2025-06-11T00:00:00
13957,Tramontina Turbo Vel 5369,Veritatis minima at temporibus quae molestiae.,3287.19,243,244,12509,Tramontina,0.98,2024-01-09T00:00:00
13958,Britânia Ultra Amet 6290,Veritatis quisquam laudantium laborum cupiditate veritatis modi sint blanditiis.,2895.5,344,6182,10492,Britânia,7.5,2024-03-30T00:00:00
13959,Britânia Max Nihil 4931,Dolorum dolorum delectus laudantium nesciunt iure quia facilis distinctio asperiores architecto odit distinctio.,4636.67,410,11493,5509,Britânia,8.24,2024-10-24T00:00:00
13960,Localfrio Slim Explicabo 7134,Odit eveniet maiores quas quibusdam voluptates hic aliquid aut possimus modi distinctio mollitia.,2450.39,461,1429,7512,Localfrio,15.07,2024-03-04T00:00:00
13961,Lenovo Smart Quis 2251,Consequuntur sapiente cum optio deleniti omnis laborum repellendus possimus ex consequuntur voluptas.,3870.41,34,7110,6205,Lenovo,15.98,2025-02-09T00:00:00
13962,Havaianas Lite Inventore 1344,Ex eum distinctio deleniti ad enim velit magni veritatis itaque non.,726.87,232,4864,7415,Havaianas,24.62,2025-07-15T00:00:00
13963,HP Super Fugiat 2793,Distinctio earum optio nemo cum voluptas ad.,4343.3,4,9210,8911,HP,27.27,2025-10-02T00:00:00
13964,Motorola Turbo Explicabo 3279,Quidem ipsa commodi quisquam ut et itaque esse occaecati odio.,568.0,374,7128,10723,Motorola,18.25,2025-07-14T00:00:00
13965,Britânia Pro Veritatis 5306,Repudiandae animi vitae nesciunt nulla enim sed.,3740.02,140,9254,8842,Britânia,22.42,2023-01-17T00:00:00
13966,LG Lite Voluptatibus 3010,Officia libero alias ipsum quae perspiciatis hic.,3031.81,137,6786,7711,LG,5.19,2025-02-09T00:00:00
13967,Samsung Turbo Sequi 3274,Quas dicta voluptate suscipit fugit quas.,4461.28,266,7546,74,Samsung,6.47,2026-02-22T00:00:00
13968,Havaianas Turbo Quae 9908,Consequatur officiis excepturi nemo libero similique perspiciatis alias eius perferendis ab.,53.62,38,9857,1199,Havaianas,22.72,2024-04-17T00:00:00
13969,Britânia Slim Eos 5166,Vero tenetur sunt laborum inventore est.,1300.06,432,13723,784,Britânia,21.04,2026-01-14T00:00:00
13970,Adidas Turbo Illum 3909,Reprehenderit eum eum nam sit corporis reiciendis minus.,4242.45,96,7423,11033,Adidas,18.62,2025-07-05T00:00:00
13971,Motorola Plus Ipsum 741,Quas eligendi modi assumenda vitae aperiam iusto.,2188.03,461,3850,5071,Motorola,13.76,2025-01-02T00:00:00
13972,Lenovo Ultra Aut 2028,Nesciunt rerum vitae perspiciatis labore modi recusandae accusantium.,1837.08,160,1343,4106,Lenovo,8.68,2026-04-06T00:00:00
13973,Electrolux Super Omnis 532,Nam cumque inventore laborum non ea accusantium vero quibusdam ad.,2606.2,74,5787,9357,Electrolux,21.87,2024-11-15T00:00:00
13974,Sony Smart Quos 9588,Esse autem nemo dolorum ea quas amet excepturi vero.,1849.41,26,8192,3570,Sony,2.94,2023-07-03T00:00:00
13975,Motorola Pro Quo 5531,Cupiditate odio totam itaque repellendus vero.,2669.28,223,4543,10951,Motorola,3.67,2023-04-30T00:00:00
13976,Puma Lite In 4897,Nihil debitis ea blanditiis omnis doloribus qui illum.,262.63,417,1865,2935,Puma,21.53,2023-10-12T00:00:00
13977,Electrolux Slim Quasi 9891,Labore autem accusantium id maxime impedit cum exercitationem temporibus aspernatur tenetur impedit.,121.21,262,3565,2632,Electrolux,7.41,2025-04-09T00:00:00
13978,Dell Smart Quos 7173,Nulla eius itaque necessitatibus officia eaque doloribus quod reiciendis.,1951.56,248,8668,13402,Dell,5.21,2026-05-10T00:00:00
13979,Panasonic Turbo Aut 3175,Rerum ex quos asperiores hic nam temporibus maiores quibusdam molestias.,1073.74,154,5418,8602,Panasonic,9.51,2024-01-10T00:00:00
13980,Philips Pro Eius 103,Cum dicta laborum animi debitis molestiae delectus possimus nisi blanditiis unde.,932.83,123,1423,11793,Philips,28.16,2025-01-06T00:00:00
13981,Arno Max Laborum 8143,Ducimus velit pariatur alias saepe delectus veniam eos quae tempore tenetur a.,4926.22,42,14208,3365,Arno,15.23,2023-10-09T00:00:00
13982,Samsung Super Occaecati 874,Quos repellat neque aliquam incidunt distinctio.,1611.62,235,3740,4035,Samsung,8.79,2026-01-22T00:00:00
13983,Motorola Slim Voluptatum 7995,Maiores harum beatae excepturi delectus adipisci quibusdam exercitationem incidunt temporibus inventore dolorum necessitatibus.,277.64,389,409,8017,Motorola,23.46,2025-03-24T00:00:00
13984,LG Pro Natus 8021,Tenetur ea fuga cumque deserunt quae cupiditate mollitia quisquam quidem quae ullam ipsa.,3646.51,356,11819,1175,LG,17.1,2024-07-05T00:00:00
13985,Motorola Max Iste 9295,Commodi iure voluptates ea animi commodi sint natus atque laborum exercitationem eligendi officia.,1738.56,347,10378,13389,Motorola,6.4,2025-08-18T00:00:00
13986,HP Smart Expedita 5227,Labore deleniti atque aliquam quis dolorem.,4237.32,310,12281,2102,HP,7.08,2025-07-11T00:00:00
13987,Tramontina Lite Impedit 384,Beatae incidunt doloribus aliquam nesciunt laborum soluta.,3116.67,161,5502,354,Tramontina,21.28,2024-08-12T00:00:00
13988,Motorola Ultra Incidunt 4084,Doloremque nisi corporis dignissimos amet animi in.,2102.68,109,1802,12037,Motorola,19.44,2025-01-07T00:00:00
13989,Puma Smart Repellat 6024,Illo nemo in placeat facere quod quibusdam omnis magnam.,3016.52,132,4645,4027,Puma,9.57,2025-12-31T00:00:00
13990,Sony Premium Explicabo 2505,Harum at ut consectetur libero repellat sint molestiae.,3660.58,194,1554,1245,Sony,1.77,2023-11-21T00:00:00
13991,Xiaomi Turbo Voluptatum 2750,Autem omnis voluptas nisi dolorem eveniet.,4372.16,34,12217,8107,Xiaomi,2.7,2023-08-08T00:00:00
13992,Sony Slim Harum 3274,Voluptates omnis dicta dolorem consectetur repellendus natus ad.,908.19,94,4477,3414,Sony,2.49,2024-05-24T00:00:00
13993,Braun Plus Deserunt 4658,Eum reprehenderit iure quia aperiam optio consectetur cum iusto facilis et harum.,3721.68,152,7553,8568,Braun,2.18,2023-07-20T00:00:00
13994,HP Max Itaque 7128,Sint ab temporibus laudantium accusamus sequi magnam atque minima sunt ullam aperiam.,889.7,83,9222,12672,HP,2.45,2023-10-17T00:00:00
13995,Electrolux Lite Esse 7249,At cupiditate odit facere voluptatum esse facere ipsum accusamus ab fuga molestias mollitia.,4649.3,76,2814,14019,Electrolux,22.46,2026-06-11T00:00:00
13996,Positivo Slim Dolorum 2208,Asperiores tempora ex minus numquam maxime suscipit inventore.,3094.15,406,6469,14652,Positivo,18.69,2023-09-19T00:00:00
13997,Sony Slim Porro 2137,Minima numquam explicabo explicabo necessitatibus delectus labore voluptates id explicabo.,4753.31,432,10629,9040,Sony,8.58,2024-12-27T00:00:00
13998,Motorola Super Laudantium 9511,Voluptas sed deserunt consequuntur laudantium doloribus.,1577.45,494,14191,8207,Motorola,29.85,2023-05-14T00:00:00
13999,Braun Super Eveniet 5869,Voluptatibus nesciunt dolor ut earum magnam eos minus.,3509.56,443,8767,12036,Braun,3.36,2023-12-10T00:00:00
14000,Panasonic Smart Illo 2779,Atque beatae blanditiis nihil itaque iusto ipsam cupiditate officia officiis sapiente.,1098.19,246,734,293,Panasonic,5.88,2026-02-22T00:00:00
14001,Lenovo Premium Nulla 805,Eum sunt dicta perspiciatis et laudantium quos exercitationem odit cumque placeat.,3157.2,37,8735,2799,Lenovo,9.83,2024-03-25T00:00:00
14002,Xiaomi Super Molestiae 7556,Sed totam eveniet ea quod necessitatibus aut qui tempora.,981.6,37,10968,382,Xiaomi,14.53,2025-01-23T00:00:00
14003,Motorola Lite Labore 3319,Ea id eligendi nesciunt vitae aliquid.,3245.24,475,14421,1484,Motorola,24.88,2025-07-26T00:00:00
14004,Electrolux Plus Assumenda 8315,Id placeat sit qui dolore ab nemo ratione eligendi esse porro.,380.34,296,6403,5434,Electrolux,3.62,2024-11-29T00:00:00
14005,Xiaomi Ultra Iure 3452,Ad eos sed molestiae rerum amet.,3467.4,133,3946,14978,Xiaomi,23.11,2026-04-22T00:00:00
14006,Multilaser Ultra Occaecati 471,Dolorum officiis aliquam in ullam molestias blanditiis cumque exercitationem itaque.,1528.58,2,13733,3339,Multilaser,16.02,2025-02-09T00:00:00
14007,Braun Lite Amet 9317,Odit ab modi placeat minima error tempore illo aut.,3032.15,232,7648,13387,Braun,16.03,2026-05-10T00:00:00
14008,Puma Slim Eveniet 8913,Eveniet cupiditate illo occaecati iusto consectetur autem corrupti earum.,4635.42,267,13779,13842,Puma,26.45,2024-12-20T00:00:00
14009,Panasonic Premium Necessitatibus 4248,Pariatur libero libero esse hic cum.,3418.95,373,2971,209,Panasonic,13.62,2024-01-17T00:00:00
14010,Adidas Smart Earum 6350,Aut est consectetur commodi praesentium dolorem.,2255.64,310,662,8757,Adidas,5.95,2023-09-17T00:00:00
14011,HP Premium Ullam 6657,Voluptatum dicta excepturi quaerat occaecati libero vitae incidunt exercitationem cupiditate.,1027.11,287,13073,12846,HP,14.26,2024-10-26T00:00:00
14012,Positivo Super Assumenda 4546,Quia est tenetur vel possimus id tenetur necessitatibus.,4663.85,182,13132,11451,Positivo,6.07,2024-11-04T00:00:00
14013,Havaianas Plus Necessitatibus 5577,Suscipit qui iste commodi optio quidem officia illo dicta omnis nulla quae assumenda.,2878.42,434,14108,9527,Havaianas,12.15,2023-12-30T00:00:00
14014,Apple Plus Vero 2409,Quae natus cumque accusamus ad similique nihil minus vel itaque.,519.29,152,4298,5130,Apple,15.35,2024-10-12T00:00:00
14015,Puma Slim Sit 2081,Modi dolores quaerat saepe inventore amet accusantium maxime.,4590.33,349,7283,11549,Puma,10.77,2026-04-23T00:00:00
14016,Multilaser Slim Sequi 9136,Ad maiores eos excepturi repellat quod itaque dolorum tempore adipisci.,1187.82,169,11103,402,Multilaser,2.02,2025-09-09T00:00:00
14017,Oster Smart Quam 5011,Necessitatibus consequatur sed velit eum id error magni deleniti saepe saepe officiis.,1973.95,264,4881,11373,Oster,22.93,2023-04-11T00:00:00
