id_avaliacao,id_pedido,id_cliente,id_produto,nota,comentario,data_avaliacao,updated_at
14178,3668,2646,10714,4,Comprei e já quero comprar de novo. Perfeito!,2023-08-04T00:00:00,2023-10-28T00:00:00
14179,7711,5933,13666,5,"Produto excelente, superou minhas expectativas!",2023-08-16T00:00:00,2024-06-07T00:00:00
14180,2822,13584,892,4,Atendimento incrível e produto top!,2025-06-18T00:00:00,2026-02-02T00:00:00
14181,6825,3198,5962,4,Comprei e já quero comprar de novo. Perfeito!,2026-01-19T00:00:00,2026-02-13T00:00:00
14182,7473,9660,489,5,"Produto excelente, superou minhas expectativas!",2024-10-13T00:00:00,2025-09-14T00:00:00
14183,5404,7141,14451,5,Comprei e já quero comprar de novo. Perfeito!,2026-05-08T00:00:00,2026-05-29T00:00:00
14184,14657,13237,11048,5,Entrega rápida e produto de ótima qualidade.,2023-06-08T00:00:00,2024-06-18T00:00:00
14185,14625,3023,7462,4,"Muito satisfeito com a compra, recomendo!",2025-12-29T00:00:00,2026-04-07T00:00:00
14186,12832,3843,13329,4,"Produto excelente, superou minhas expectativas!",2023-10-31T00:00:00,2025-10-17T00:00:00
14187,3618,12079,3504,4,"Produto excelente, superou minhas expectativas!",2025-04-14T00:00:00,2026-05-31T00:00:00
14188,3654,8850,11736,3,"Poderia ter mais opções, mas está bom.",2023-09-14T00:00:00,2025-08-24T00:00:00
14189,5456,5649,5152,4,Comprei e já quero comprar de novo. Perfeito!,2025-08-26T00:00:00,2025-10-31T00:00:00
14190,5207,11554,13832,3,"Nada de mais, mas cumpre o que promete.",2023-06-15T00:00:00,2023-09-25T00:00:00
14191,6135,14389,12668,4,"Muito satisfeito com a compra, recomendo!",2024-05-16T00:00:00,2025-07-26T00:00:00
14192,4042,8989,11352,5,"Produto excelente, superou minhas expectativas!",2024-09-29T00:00:00,2025-05-29T00:00:00
14193,5970,3286,9128,5,Atendimento incrível e produto top!,2025-09-11T00:00:00,2026-05-15T00:00:00
14194,2456,14716,9956,5,Atendimento incrível e produto top!,2023-09-25T00:00:00,2025-08-12T00:00:00
14195,14423,3405,14339,4,"Ótimo custo-benefício, chegou antes do prazo.",2026-01-20T00:00:00,2026-03-04T00:00:00
14196,3439,7581,10529,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-01-02T00:00:00,2026-03-01T00:00:00
14197,2076,14486,14953,5,"Produto conforme descrito, embalagem perfeita.",2025-06-13T00:00:00,2026-02-27T00:00:00
14198,5679,2858,8174,5,"Muito satisfeito com a compra, recomendo!",2023-03-14T00:00:00,2025-01-26T00:00:00
14199,6808,3999,12035,5,"Produto conforme descrito, embalagem perfeita.",2025-10-11T00:00:00,2025-12-30T00:00:00
14200,11969,14921,8415,5,"Produto conforme descrito, embalagem perfeita.",2026-01-19T00:00:00,2026-04-19T00:00:00
14201,553,12405,13776,3,"Produto ok, dentro do esperado.",2024-10-20T00:00:00,2026-05-10T00:00:00
14202,922,9102,1368,5,Entrega rápida e produto de ótima qualidade.,2024-07-22T00:00:00,2025-10-24T00:00:00
14203,4147,2266,12198,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-06-09T00:00:00,2025-08-24T00:00:00
14204,11331,12062,10629,4,"Muito satisfeito com a compra, recomendo!",2026-04-09T00:00:00,2026-04-26T00:00:00
14205,5912,6785,10082,5,"Produto excelente, superou minhas expectativas!",2023-12-22T00:00:00,2025-03-26T00:00:00
14206,8667,4121,12634,5,Comprei e já quero comprar de novo. Perfeito!,2023-06-01T00:00:00,2026-04-18T00:00:00
14207,14681,204,9488,5,"Produto excelente, superou minhas expectativas!",2023-02-10T00:00:00,2025-05-26T00:00:00
14208,12621,2193,3093,5,Entrega rápida e produto de ótima qualidade.,2025-05-15T00:00:00,2026-04-17T00:00:00
14209,13320,13941,11152,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-08-12T00:00:00,2025-10-25T00:00:00
14210,9406,8912,10688,5,Entrega rápida e produto de ótima qualidade.,2025-09-17T00:00:00,2025-11-01T00:00:00
14211,10029,14280,12980,4,"Produto conforme descrito, embalagem perfeita.",2024-09-06T00:00:00,2026-03-02T00:00:00
14212,10802,9062,9632,5,"Ótimo custo-benefício, chegou antes do prazo.",2024-08-22T00:00:00,2025-06-27T00:00:00
14213,9857,12678,10699,5,"Produto conforme descrito, embalagem perfeita.",2025-02-23T00:00:00,2026-04-11T00:00:00
14214,10102,8395,1107,3,Qualidade mediana pelo preço cobrado.,2024-04-10T00:00:00,2026-05-09T00:00:00
14215,14318,3810,5066,3,"Poderia ter mais opções, mas está bom.",2025-03-03T00:00:00,2025-05-06T00:00:00
14216,14345,3524,3626,5,Entrega rápida e produto de ótima qualidade.,2025-11-30T00:00:00,2026-02-25T00:00:00
14217,8608,4809,8562,5,Entrega rápida e produto de ótima qualidade.,2024-11-28T00:00:00,2025-04-24T00:00:00
14218,5542,12838,10009,5,"Produto excelente, superou minhas expectativas!",2024-11-04T00:00:00,2025-12-14T00:00:00
14219,1535,8348,4438,4,"Produto excelente, superou minhas expectativas!",2023-06-09T00:00:00,2024-07-11T00:00:00
14220,11062,2979,4400,4,"Produto excelente, superou minhas expectativas!",2025-02-02T00:00:00,2025-04-13T00:00:00
14221,5852,47,4313,3,"Produto ok, dentro do esperado.",2025-02-09T00:00:00,2025-06-30T00:00:00
14222,10857,8186,3432,4,"Produto excelente, superou minhas expectativas!",2024-07-06T00:00:00,2026-04-23T00:00:00
14223,12001,5905,12224,4,"Muito satisfeito com a compra, recomendo!",2025-08-22T00:00:00,2025-11-18T00:00:00
14224,14474,11801,5630,5,"Muito satisfeito com a compra, recomendo!",2023-09-22T00:00:00,2023-12-08T00:00:00
14225,5531,4875,2813,5,Entrega rápida e produto de ótima qualidade.,2025-09-11T00:00:00,2025-09-24T00:00:00
14226,6085,5706,4616,5,Entrega rápida e produto de ótima qualidade.,2025-09-25T00:00:00,2026-03-06T00:00:00
14227,3224,13294,13049,5,"Produto excelente, superou minhas expectativas!",2024-05-09T00:00:00,2024-10-20T00:00:00
14228,2151,10436,994,5,Comprei e já quero comprar de novo. Perfeito!,2025-08-28T00:00:00,2026-01-08T00:00:00
14229,8854,12020,1489,5,Atendimento incrível e produto top!,2023-12-02T00:00:00,2026-01-15T00:00:00
14230,14485,14121,9650,5,Comprei e já quero comprar de novo. Perfeito!,2023-03-20T00:00:00,2024-11-08T00:00:00
14231,8195,7243,3964,5,"Muito satisfeito com a compra, recomendo!",2023-02-26T00:00:00,2023-11-26T00:00:00
14232,4227,7522,7977,4,"Produto conforme descrito, embalagem perfeita.",2025-07-31T00:00:00,2026-06-03T00:00:00
14233,2678,5015,2426,5,"Produto excelente, superou minhas expectativas!",2026-01-21T00:00:00,2026-05-10T00:00:00
14234,14846,8617,9385,1,Qualidade muito abaixo do esperado.,2026-04-13T00:00:00,2026-05-01T00:00:00
14235,11247,11591,3415,5,Atendimento incrível e produto top!,2025-10-12T00:00:00,2026-04-24T00:00:00
14236,10544,9916,8670,4,"Muito satisfeito com a compra, recomendo!",2025-04-11T00:00:00,2026-02-24T00:00:00
14237,11878,5219,11507,5,"Muito satisfeito com a compra, recomendo!",2023-11-28T00:00:00,2025-09-16T00:00:00
14238,10047,12616,6362,5,Entrega rápida e produto de ótima qualidade.,2025-08-16T00:00:00,2025-08-21T00:00:00
14239,477,6516,5121,5,"Produto conforme descrito, embalagem perfeita.",2026-05-17T00:00:00,2026-06-06T00:00:00
14240,10629,4195,4756,5,"Ótimo custo-benefício, chegou antes do prazo.",2024-09-11T00:00:00,2024-10-31T00:00:00
14241,5781,12358,10896,5,"Ótimo custo-benefício, chegou antes do prazo.",2024-07-23T00:00:00,2025-03-19T00:00:00
14242,816,10747,9091,2,"Não recomendo, produto diferente do anunciado.",2023-01-21T00:00:00,2024-11-02T00:00:00
14243,350,2435,6705,4,Entrega rápida e produto de ótima qualidade.,2024-03-17T00:00:00,2025-07-29T00:00:00
14244,82,9269,393,4,Atendimento incrível e produto top!,2024-08-22T00:00:00,2025-06-13T00:00:00
14245,12726,3555,9895,4,"Produto excelente, superou minhas expectativas!",2024-03-10T00:00:00,2024-09-14T00:00:00
14246,3116,5968,430,3,"Nada de mais, mas cumpre o que promete.",2024-02-13T00:00:00,2025-12-11T00:00:00
14247,2980,8505,7931,5,"Produto conforme descrito, embalagem perfeita.",2024-05-11T00:00:00,2024-06-22T00:00:00
14248,3833,8149,11123,1,"Produto com defeito, decepcionante.",2023-10-17T00:00:00,2024-06-16T00:00:00
14249,11407,9491,535,5,Entrega rápida e produto de ótima qualidade.,2023-06-13T00:00:00,2024-06-26T00:00:00
14250,14627,13607,1359,5,Entrega rápida e produto de ótima qualidade.,2025-06-16T00:00:00,2026-05-12T00:00:00
14251,9110,13541,489,5,Entrega rápida e produto de ótima qualidade.,2026-03-26T00:00:00,2026-06-09T00:00:00
14252,13218,4932,5534,5,Atendimento incrível e produto top!,2025-06-16T00:00:00,2025-06-26T00:00:00
14253,7846,3880,5392,4,"Muito satisfeito com a compra, recomendo!",2025-10-31T00:00:00,2025-12-01T00:00:00
14254,12648,9757,7981,5,"Ótimo custo-benefício, chegou antes do prazo.",2024-03-09T00:00:00,2026-04-07T00:00:00
14255,11003,5564,1102,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-02-03T00:00:00,2026-04-18T00:00:00
14256,11730,3003,10368,5,"Produto conforme descrito, embalagem perfeita.",2024-11-03T00:00:00,2025-10-19T00:00:00
14257,826,5277,6805,5,"Muito satisfeito com a compra, recomendo!",2026-02-10T00:00:00,2026-04-04T00:00:00
14258,3953,13066,5081,5,"Produto excelente, superou minhas expectativas!",2023-07-11T00:00:00,2025-07-28T00:00:00
14259,13959,7248,11413,5,Entrega rápida e produto de ótima qualidade.,2023-04-25T00:00:00,2026-04-13T00:00:00
14260,2819,6524,4092,4,"Produto conforme descrito, embalagem perfeita.",2023-05-19T00:00:00,2025-03-26T00:00:00
14261,11747,4541,7121,5,Comprei e já quero comprar de novo. Perfeito!,2025-12-23T00:00:00,2026-05-19T00:00:00
14262,12911,4695,3861,5,"Produto excelente, superou minhas expectativas!",2024-04-19T00:00:00,2024-10-08T00:00:00
14263,7544,2122,293,1,Qualidade muito abaixo do esperado.,2023-02-01T00:00:00,2023-03-17T00:00:00
14264,3874,7703,8350,4,Comprei e já quero comprar de novo. Perfeito!,2023-10-18T00:00:00,2023-11-06T00:00:00
14265,12696,3716,6651,3,Qualidade mediana pelo preço cobrado.,2024-05-05T00:00:00,2024-09-11T00:00:00
14266,10601,11965,14162,4,Entrega rápida e produto de ótima qualidade.,2023-10-31T00:00:00,2024-04-17T00:00:00
14267,10987,1802,8936,1,"Não recomendo, produto diferente do anunciado.",2023-10-08T00:00:00,2025-08-23T00:00:00
14268,14369,6467,11343,5,Comprei e já quero comprar de novo. Perfeito!,2026-04-13T00:00:00,2026-05-17T00:00:00
14269,8999,11120,1490,2,Qualidade muito abaixo do esperado.,2025-02-16T00:00:00,2025-04-19T00:00:00
14270,6138,8403,2149,5,"Produto excelente, superou minhas expectativas!",2026-03-31T00:00:00,2026-05-13T00:00:00
14271,14387,12972,2953,5,"Muito satisfeito com a compra, recomendo!",2023-05-26T00:00:00,2025-03-09T00:00:00
14272,6425,5749,7994,4,"Ótimo custo-benefício, chegou antes do prazo.",2024-02-18T00:00:00,2024-03-07T00:00:00
14273,2170,8212,3768,4,Comprei e já quero comprar de novo. Perfeito!,2025-06-18T00:00:00,2025-10-21T00:00:00
14274,13495,6678,11464,5,"Produto excelente, superou minhas expectativas!",2024-10-16T00:00:00,2026-01-12T00:00:00
14275,9364,4577,9978,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-05-31T00:00:00,2026-06-07T00:00:00
14276,13899,9200,8574,4,Comprei e já quero comprar de novo. Perfeito!,2024-06-16T00:00:00,2024-09-22T00:00:00
14277,4133,6903,4401,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-03-22T00:00:00,2025-10-24T00:00:00
14278,10706,558,6355,2,Qualidade muito abaixo do esperado.,2024-10-06T00:00:00,2025-09-30T00:00:00
14279,12429,13888,4569,5,Comprei e já quero comprar de novo. Perfeito!,2023-10-04T00:00:00,2025-12-17T00:00:00
14280,12317,3317,10318,3,"Chegou no prazo, produto razoável.",2024-05-07T00:00:00,2026-02-09T00:00:00
14281,12485,5090,12663,5,"Produto excelente, superou minhas expectativas!",2026-01-13T00:00:00,2026-03-02T00:00:00
14282,8829,7402,232,5,"Muito satisfeito com a compra, recomendo!",2024-04-09T00:00:00,2024-12-07T00:00:00
14283,10569,4208,6400,5,"Produto excelente, superou minhas expectativas!",2024-04-15T00:00:00,2024-10-28T00:00:00
14284,9490,8034,9516,5,"Muito satisfeito com a compra, recomendo!",2024-09-30T00:00:00,2025-01-22T00:00:00
14285,5484,6306,900,5,Entrega rápida e produto de ótima qualidade.,2023-08-19T00:00:00,2024-03-04T00:00:00
14286,9308,6677,12720,5,Atendimento incrível e produto top!,2025-08-08T00:00:00,2025-09-04T00:00:00
14287,5156,6765,13397,1,"Não recomendo, produto diferente do anunciado.",2023-11-15T00:00:00,2025-08-24T00:00:00
14288,6697,6060,9515,3,"Poderia ter mais opções, mas está bom.",2025-04-04T00:00:00,2025-07-04T00:00:00
14289,14032,14893,2727,2,Qualidade muito abaixo do esperado.,2024-11-03T00:00:00,2026-04-10T00:00:00
14290,14353,10886,6267,4,"Muito satisfeito com a compra, recomendo!",2023-11-23T00:00:00,2026-02-22T00:00:00
14291,791,14389,5435,3,"Poderia ter mais opções, mas está bom.",2024-11-12T00:00:00,2025-08-31T00:00:00
14292,360,5839,4438,4,"Produto conforme descrito, embalagem perfeita.",2024-08-04T00:00:00,2024-10-01T00:00:00
14293,14280,2614,1824,1,"Péssima experiência, não voltarei a comprar.",2023-04-10T00:00:00,2023-07-23T00:00:00
14294,3521,9705,11768,5,"Produto conforme descrito, embalagem perfeita.",2023-06-22T00:00:00,2025-03-04T00:00:00
14295,7021,14541,1020,3,"Produto ok, dentro do esperado.",2026-04-05T00:00:00,2026-06-06T00:00:00
14296,11903,11250,1869,3,"Chegou no prazo, produto razoável.",2023-03-13T00:00:00,2023-09-10T00:00:00
14297,5942,10554,1365,5,Entrega rápida e produto de ótima qualidade.,2025-01-03T00:00:00,2026-03-30T00:00:00
14298,11805,7841,9205,4,"Muito satisfeito com a compra, recomendo!",2025-10-17T00:00:00,2025-11-28T00:00:00
14299,10361,12054,3309,5,"Produto excelente, superou minhas expectativas!",2025-10-07T00:00:00,2026-03-05T00:00:00
14300,13928,509,1449,4,"Produto conforme descrito, embalagem perfeita.",2025-07-12T00:00:00,2026-05-27T00:00:00
14301,8129,7187,6027,4,"Ótimo custo-benefício, chegou antes do prazo.",2025-05-12T00:00:00,2025-08-03T00:00:00
14302,9615,6116,8543,5,Atendimento incrível e produto top!,2025-08-27T00:00:00,2025-12-09T00:00:00
14303,5126,2573,3652,4,Entrega rápida e produto de ótima qualidade.,2024-04-22T00:00:00,2024-04-25T00:00:00
14304,4884,1552,9621,4,Atendimento incrível e produto top!,2025-07-09T00:00:00,2025-09-10T00:00:00
14305,6742,14142,12339,5,Entrega rápida e produto de ótima qualidade.,2025-04-19T00:00:00,2025-09-13T00:00:00
14306,3190,12497,358,5,"Produto excelente, superou minhas expectativas!",2025-11-11T00:00:00,2025-11-23T00:00:00
14307,13386,1413,3940,3,"Chegou no prazo, produto razoável.",2025-08-19T00:00:00,2026-04-10T00:00:00
14308,14139,11710,4072,4,"Produto conforme descrito, embalagem perfeita.",2025-05-03T00:00:00,2025-07-27T00:00:00
14309,10307,5890,4011,4,"Muito satisfeito com a compra, recomendo!",2024-06-21T00:00:00,2024-07-01T00:00:00
14310,14447,8956,324,4,Comprei e já quero comprar de novo. Perfeito!,2024-02-27T00:00:00,2025-07-12T00:00:00
14311,3031,8845,9700,4,Comprei e já quero comprar de novo. Perfeito!,2026-03-22T00:00:00,2026-04-10T00:00:00
14312,4942,9278,3740,4,"Produto conforme descrito, embalagem perfeita.",2023-12-12T00:00:00,2024-07-05T00:00:00
14313,9588,9743,7335,5,Entrega rápida e produto de ótima qualidade.,2023-04-21T00:00:00,2025-10-18T00:00:00
14314,4628,5641,1780,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-01-10T00:00:00,2025-07-29T00:00:00
14315,1403,13692,12617,5,"Muito satisfeito com a compra, recomendo!",2025-04-09T00:00:00,2026-01-19T00:00:00
14316,13705,5188,3668,5,Atendimento incrível e produto top!,2024-08-11T00:00:00,2024-10-25T00:00:00
14317,6217,2540,3495,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-07-22T00:00:00,2026-01-22T00:00:00
14318,13012,3309,7777,3,Qualidade mediana pelo preço cobrado.,2026-02-07T00:00:00,2026-04-30T00:00:00
14319,3537,7258,5475,5,"Produto conforme descrito, embalagem perfeita.",2026-01-10T00:00:00,2026-05-17T00:00:00
14320,1290,4795,5494,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-12-01T00:00:00,2025-02-13T00:00:00
14321,3917,5647,11504,5,"Produto excelente, superou minhas expectativas!",2024-12-12T00:00:00,2025-09-23T00:00:00
14322,46,627,7860,4,Comprei e já quero comprar de novo. Perfeito!,2025-08-14T00:00:00,2025-09-16T00:00:00
14323,11150,6529,3649,2,"Péssima experiência, não voltarei a comprar.",2023-08-31T00:00:00,2024-10-18T00:00:00
14324,2065,3000,2193,4,"Produto conforme descrito, embalagem perfeita.",2025-02-17T00:00:00,2026-05-04T00:00:00
14325,10405,13094,11854,5,Atendimento incrível e produto top!,2023-07-18T00:00:00,2026-02-16T00:00:00
14326,3210,13942,552,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-04-23T00:00:00,2025-09-30T00:00:00
14327,1926,3066,13177,5,Comprei e já quero comprar de novo. Perfeito!,2024-05-19T00:00:00,2024-06-05T00:00:00
14328,6820,7451,6206,4,"Produto conforme descrito, embalagem perfeita.",2025-12-10T00:00:00,2025-12-28T00:00:00
14329,7643,11281,10675,5,Entrega rápida e produto de ótima qualidade.,2024-11-20T00:00:00,2024-12-21T00:00:00
14330,10043,5134,14444,3,"Nada de mais, mas cumpre o que promete.",2024-08-06T00:00:00,2025-06-10T00:00:00
14331,10079,3601,4321,4,Comprei e já quero comprar de novo. Perfeito!,2024-12-24T00:00:00,2025-10-02T00:00:00
14332,14667,7042,13105,5,"Ótimo custo-benefício, chegou antes do prazo.",2024-06-05T00:00:00,2024-10-11T00:00:00
14333,9504,9244,3352,3,"Produto ok, dentro do esperado.",2024-03-17T00:00:00,2024-10-27T00:00:00
14334,13125,10646,5865,4,Comprei e já quero comprar de novo. Perfeito!,2025-06-28T00:00:00,2026-03-11T00:00:00
14335,800,8592,13580,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-06-02T00:00:00,2025-09-06T00:00:00
14336,13233,1899,8612,4,Entrega rápida e produto de ótima qualidade.,2026-01-05T00:00:00,2026-03-24T00:00:00
14337,4936,6674,5957,5,"Ótimo custo-benefício, chegou antes do prazo.",2024-05-13T00:00:00,2025-03-05T00:00:00
14338,1190,14149,11876,5,Entrega rápida e produto de ótima qualidade.,2023-09-27T00:00:00,2023-10-24T00:00:00
14339,11603,9421,9269,5,"Ótimo custo-benefício, chegou antes do prazo.",2024-01-19T00:00:00,2025-07-11T00:00:00
14340,7339,1656,2205,4,"Muito satisfeito com a compra, recomendo!",2023-12-10T00:00:00,2025-01-01T00:00:00
14341,10754,12056,2359,5,"Produto conforme descrito, embalagem perfeita.",2024-07-26T00:00:00,2024-10-28T00:00:00
14342,3337,13186,8951,5,Entrega rápida e produto de ótima qualidade.,2025-08-27T00:00:00,2025-12-14T00:00:00
14343,10552,5247,2096,4,Atendimento incrível e produto top!,2024-03-22T00:00:00,2024-09-24T00:00:00
14344,7573,4172,4420,5,Comprei e já quero comprar de novo. Perfeito!,2023-03-25T00:00:00,2026-04-02T00:00:00
14345,6104,5666,5544,4,Entrega rápida e produto de ótima qualidade.,2025-06-30T00:00:00,2026-02-26T00:00:00
14346,8641,3703,3528,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-05-02T00:00:00,2026-05-09T00:00:00
14347,8549,6530,133,3,"Poderia ter mais opções, mas está bom.",2025-12-14T00:00:00,2026-03-05T00:00:00
14348,7835,5017,11398,2,Demorou muito para chegar e veio errado.,2023-01-25T00:00:00,2023-12-13T00:00:00
14349,11960,986,79,1,Demorou muito para chegar e veio errado.,2023-04-02T00:00:00,2024-03-25T00:00:00
14350,11807,11281,5716,5,Atendimento incrível e produto top!,2025-05-04T00:00:00,2026-01-20T00:00:00
14351,2536,10879,13411,3,"Produto ok, dentro do esperado.",2023-10-17T00:00:00,2024-03-05T00:00:00
14352,5831,13912,1663,5,"Produto conforme descrito, embalagem perfeita.",2026-05-14T00:00:00,2026-06-02T00:00:00
14353,3965,5946,11117,5,"Produto excelente, superou minhas expectativas!",2023-06-09T00:00:00,2023-08-07T00:00:00
14354,3212,3559,3896,3,"Poderia ter mais opções, mas está bom.",2023-03-01T00:00:00,2024-09-11T00:00:00
14355,11220,7835,10983,5,"Produto excelente, superou minhas expectativas!",2026-04-27T00:00:00,2026-05-23T00:00:00
14356,9573,11016,11496,3,"Chegou no prazo, produto razoável.",2025-03-06T00:00:00,2025-07-07T00:00:00
14357,7997,7303,11438,3,"Produto ok, dentro do esperado.",2024-03-12T00:00:00,2024-10-16T00:00:00
14358,5539,479,10476,5,Comprei e já quero comprar de novo. Perfeito!,2026-02-12T00:00:00,2026-03-18T00:00:00
14359,4602,12211,11415,5,"Muito satisfeito com a compra, recomendo!",2023-04-30T00:00:00,2025-11-25T00:00:00
14360,14328,7631,12925,3,"Poderia ter mais opções, mas está bom.",2023-04-12T00:00:00,2024-03-15T00:00:00
14361,396,14869,5639,5,"Muito satisfeito com a compra, recomendo!",2025-10-12T00:00:00,2026-02-07T00:00:00
14362,13832,13684,9371,4,"Produto conforme descrito, embalagem perfeita.",2023-04-11T00:00:00,2025-09-21T00:00:00
14363,9465,14218,8628,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-01-26T00:00:00,2026-03-03T00:00:00
14364,7824,6396,1810,1,"Produto com defeito, decepcionante.",2023-07-11T00:00:00,2025-10-12T00:00:00
14365,11039,4997,13066,4,Comprei e já quero comprar de novo. Perfeito!,2026-01-26T00:00:00,2026-04-07T00:00:00
14366,11854,14107,13958,5,"Produto conforme descrito, embalagem perfeita.",2023-11-21T00:00:00,2024-05-21T00:00:00
14367,5163,9983,441,3,"Produto ok, dentro do esperado.",2023-06-02T00:00:00,2025-05-29T00:00:00
14368,2527,2783,978,5,"Produto conforme descrito, embalagem perfeita.",2023-02-21T00:00:00,2025-12-16T00:00:00
14369,5958,11517,5349,4,"Muito satisfeito com a compra, recomendo!",2023-11-30T00:00:00,2024-06-20T00:00:00
14370,9968,8593,10507,4,"Ótimo custo-benefício, chegou antes do prazo.",2026-03-10T00:00:00,2026-05-29T00:00:00
14371,14925,13528,459,5,Atendimento incrível e produto top!,2025-10-03T00:00:00,2026-02-12T00:00:00
14372,10191,1738,9095,4,Atendimento incrível e produto top!,2025-09-10T00:00:00,2026-02-27T00:00:00
14373,9693,12066,5419,1,"Não recomendo, produto diferente do anunciado.",2023-02-20T00:00:00,2024-05-30T00:00:00
14374,3607,14197,7581,5,"Produto excelente, superou minhas expectativas!",2025-05-15T00:00:00,2025-09-29T00:00:00
14375,6180,12742,13000,4,"Produto conforme descrito, embalagem perfeita.",2024-04-14T00:00:00,2024-05-26T00:00:00
14376,1447,3834,184,5,Atendimento incrível e produto top!,2023-04-30T00:00:00,2024-12-07T00:00:00
14377,7721,8356,9508,4,Atendimento incrível e produto top!,2026-04-03T00:00:00,2026-04-09T00:00:00
14378,3926,5273,1611,4,"Muito satisfeito com a compra, recomendo!",2023-10-24T00:00:00,2024-03-29T00:00:00
14379,13504,11250,13142,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-07-12T00:00:00,2026-06-10T00:00:00
14380,3881,2764,7388,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-01-20T00:00:00,2023-02-27T00:00:00
14381,5077,1379,14061,5,Entrega rápida e produto de ótima qualidade.,2026-04-24T00:00:00,2026-05-03T00:00:00
14382,5109,12119,10377,5,"Produto conforme descrito, embalagem perfeita.",2023-08-29T00:00:00,2026-02-17T00:00:00
14383,11934,4458,13464,5,"Muito satisfeito com a compra, recomendo!",2023-11-05T00:00:00,2024-05-24T00:00:00
14384,6608,1616,11059,3,Qualidade mediana pelo preço cobrado.,2024-10-13T00:00:00,2025-12-19T00:00:00
14385,3176,5793,12631,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-12-18T00:00:00,2024-08-13T00:00:00
14386,12678,5909,11415,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-01-06T00:00:00,2026-03-12T00:00:00
14387,10849,4506,6214,4,Comprei e já quero comprar de novo. Perfeito!,2024-09-09T00:00:00,2025-11-14T00:00:00
14388,6056,5675,6647,2,Demorou muito para chegar e veio errado.,2023-10-15T00:00:00,2026-05-05T00:00:00
14389,3667,14725,7713,3,Qualidade mediana pelo preço cobrado.,2025-12-12T00:00:00,2026-01-01T00:00:00
14390,1364,10334,12803,3,"Nada de mais, mas cumpre o que promete.",2023-07-29T00:00:00,2026-01-27T00:00:00
14391,9630,7085,12894,5,Comprei e já quero comprar de novo. Perfeito!,2023-01-08T00:00:00,2023-04-15T00:00:00
14392,6682,12204,6728,3,"Produto ok, dentro do esperado.",2023-04-12T00:00:00,2023-05-26T00:00:00
14393,3318,3228,1153,4,"Produto excelente, superou minhas expectativas!",2023-12-19T00:00:00,2024-05-20T00:00:00
14394,2083,2502,11205,5,"Produto excelente, superou minhas expectativas!",2023-08-23T00:00:00,2025-04-18T00:00:00
14395,6594,8987,160,4,"Produto conforme descrito, embalagem perfeita.",2025-05-07T00:00:00,2025-09-18T00:00:00
14396,5122,5847,11695,5,Comprei e já quero comprar de novo. Perfeito!,2024-03-09T00:00:00,2025-03-05T00:00:00
14397,5239,12874,2145,5,"Muito satisfeito com a compra, recomendo!",2025-03-29T00:00:00,2025-06-01T00:00:00
14398,12857,801,8445,3,Qualidade mediana pelo preço cobrado.,2026-06-06T00:00:00,2026-06-06T00:00:00
14399,5244,13269,10948,2,"Não recomendo, produto diferente do anunciado.",2023-02-08T00:00:00,2024-07-19T00:00:00
14400,11805,2013,18,5,"Muito satisfeito com a compra, recomendo!",2024-02-26T00:00:00,2025-04-26T00:00:00
14401,5172,11832,12290,4,Entrega rápida e produto de ótima qualidade.,2024-10-29T00:00:00,2025-01-19T00:00:00
14402,9215,4090,2878,5,"Muito satisfeito com a compra, recomendo!",2023-01-31T00:00:00,2023-07-11T00:00:00
14403,8096,6283,12401,2,Demorou muito para chegar e veio errado.,2025-01-29T00:00:00,2026-02-06T00:00:00
14404,2479,7134,424,4,"Muito satisfeito com a compra, recomendo!",2025-11-03T00:00:00,2026-05-03T00:00:00
14405,5796,348,12256,5,"Produto excelente, superou minhas expectativas!",2025-10-15T00:00:00,2026-04-21T00:00:00
14406,112,10372,14901,4,"Produto excelente, superou minhas expectativas!",2023-11-25T00:00:00,2023-12-01T00:00:00
14407,2960,6408,1319,5,"Produto conforme descrito, embalagem perfeita.",2024-12-24T00:00:00,2026-01-22T00:00:00
14408,14538,1829,7217,5,"Produto conforme descrito, embalagem perfeita.",2024-04-12T00:00:00,2024-07-16T00:00:00
14409,4234,10272,11390,4,"Produto excelente, superou minhas expectativas!",2025-05-24T00:00:00,2025-10-09T00:00:00
14410,12555,5612,13445,3,"Produto ok, dentro do esperado.",2024-11-14T00:00:00,2025-11-06T00:00:00
14411,8088,10587,2371,5,Atendimento incrível e produto top!,2026-01-07T00:00:00,2026-04-16T00:00:00
