id_fornecedor,nome_fornecedor,cnpj,email,telefone,logradouro,cidade,estado,cep,updated_at
10850,Camargo Caldeira e Filhos,76.948.301/0001-03,esther69@moraes.com,(021) 5809 9401,"Residencial João Miguel Silveira, 90",Castro Alegre,TO,90725-474,2023-04-02T00:00:00
10851,da Rocha,08.251.937/0001-41,barrosbreno@silva.br,(011) 4230 8912,Colônia Costa,Dias,AM,92696-013,2023-04-26T00:00:00
10852,Alves,35.796.428/0001-77,luiz-gustavonovais@pimenta.com.br,21 7154-0618,Ladeira das Neves,Castro,AM,09985193,2025-08-12T00:00:00
10853,Dias,49.583.271/0001-06,andre26@camargo.br,0800 102 9978,"Travessa de da Paz, 564",Barros,RJ,76950369,2025-09-21T00:00:00
10854,Peixoto Marques Ltda.,05.731.482/0001-73,jade40@borges.org,(071) 4407 0334,"Núcleo Isabelly Nascimento, 24",Casa Grande,MG,71252-765,2023-11-07T00:00:00
10855,Cavalcanti,80.376.941/0001-63,leaopedro-henrique@jesus.com,21 0675 4823,Praça Theo Sampaio,da Rocha,PB,29000683,2024-06-30T00:00:00
10856,Duarte,29.745.038/0001-75,ubarros@goncalves.com.br,+55 31 3907 6004,"Avenida Porto, 341",Martins Paulista,MT,22844745,2026-03-21T00:00:00
10857,Fonseca S/A,42.795.106/0001-79,emilly66@mendonca.com,+55 81 7622-7223,"Passarela Viana, 96",Pires,RO,78051294,2023-06-20T00:00:00
10858,Barros,32.978.054/0001-12,vargasotto@da.com,+55 (031) 0676-9025,"Quadra de Rocha, 697",Campos,ES,43161-403,2025-07-14T00:00:00
10859,Aparecida,09.415.836/0001-21,claraalves@rocha.gov.br,0500-788-0722,"Parque de Nascimento, 186",Rezende,TO,93662910,2024-07-29T00:00:00
10860,Souza,06.814.273/0001-56,omontenegro@freitas.net,+55 (051) 3270-5451,"Vereda de Carvalho, 42",Rezende da Prata,SE,39292199,2024-05-06T00:00:00
10861,Freitas S.A.,38.746.095/0001-60,freitasjoao-pedro@cunha.com.br,(041) 8019-3659,"Viaduto da Rosa, 88",Sousa,PR,30798-887,2025-12-06T00:00:00
10862,Ribeiro Ltda.,12.873.504/0001-03,dnascimento@almeida.com.br,(021) 8894-5232,"Quadra Castro, 64",Costa,ES,48253431,2023-12-09T00:00:00
10863,Costa - EI,87.201.596/0001-76,gomesmelina@rezende.gov.br,(081) 2107 5562,"Vale Ester Silveira, 20",Monteiro,CE,77442081,2026-02-25T00:00:00
10864,Rios Ltda.,37.865.294/0001-24,gael-henrique31@da.br,+55 (021) 9758 4714,"Pátio de Fernandes, 62",Jesus,MA,44680010,2025-02-04T00:00:00
10865,Gomes S/A,65.108.472/0001-08,zoefreitas@abreu.com.br,(021) 7188-3150,"Lago da Mata, 796",Teixeira Verde,MG,81967-152,2023-12-18T00:00:00
10866,Cassiano,36.745.980/0001-07,valmeida@porto.gov.br,61 7309 4306,"Núcleo Liz Alves, 21",Santos de da Luz,SC,26662-278,2026-04-06T00:00:00
10867,Sousa,60.435.781/0001-79,gabrielasantos@nunes.com,+55 51 3675 0584,"Jardim de Cunha, 58",Andrade,AP,42765-652,2024-08-16T00:00:00
10868,da Luz,52.073.864/0001-37,vargasisabella@andrade.net,(011) 9572-2712,Residencial Heloísa Monteiro,Vargas Verde,MT,41020-807,2024-11-19T00:00:00
10869,Albuquerque Novais - EI,09.428.635/0001-69,piresantonio@lima.com,51 1899 1084,"Viela Antonella Brito, 36",Mendonça,PA,37914-035,2025-08-26T00:00:00
10870,Cardoso,43.072.651/0001-08,daniellopes@da.br,+55 (031) 8872-7816,Quadra de da Luz,Borges da Mata,AM,63619024,2023-04-11T00:00:00
10871,Rezende Rios e Filhos,28.936.407/0001-44,da-luzayla@das.gov.br,+55 41 8932 0298,"Estação Nina Cirino, 5",Moura,PI,99918-095,2023-02-16T00:00:00
10872,Dias S.A.,75.318.290/0001-15,novaishelena@moreira.gov.br,0500 769 0938,"Morro Alves, 1",Sousa,SC,77244001,2025-07-26T00:00:00
10873,das Neves,52.391.460/0001-91,das-nevesnicolas@da.com,(071) 2964 3969,"Conjunto de Fogaça, 56",Rios,RS,69499092,2025-06-09T00:00:00
10874,Brito - ME,60.219.854/0001-95,eabreu@carvalho.com.br,51 0032 0087,Conjunto de Santos,Vargas do Campo,AM,91639-417,2023-07-21T00:00:00
10875,Pacheco Ltda.,98.761.502/0001-30,jose84@costela.gov.br,+55 41 1934 0499,"Vila de da Conceição, 54",Cunha,PR,83689-705,2023-10-24T00:00:00
10876,da Rosa - EI,86.041.573/0001-89,jda-rosa@castro.com,+55 81 8123 9134,"Pátio Valentim Câmara, 58",Cassiano,CE,11258-800,2025-03-08T00:00:00
10877,Sá,81.796.320/0001-00,olivia33@monteiro.com,+55 84 6695 9175,"Parque Isadora Silveira, 71",Casa Grande,RR,52554416,2024-09-16T00:00:00
10878,Viana S.A.,70.162.584/0001-87,felipearaujo@sa.org,+55 (081) 7925 1155,"Via Davi Lucca Sousa, 13",Cavalcanti,MG,98752-364,2024-10-07T00:00:00
10879,Dias,03.279.561/0001-60,ogarcia@abreu.com.br,(071) 6207-4844,"Aeroporto Aparecida, 4",Monteiro,BA,64470516,2023-11-13T00:00:00
10880,Vargas Ramos S.A.,98.613.725/0001-50,duarteaurora@barros.gov.br,+55 21 1014 2040,Sítio Carvalho,Barros do Amparo,BA,54871-776,2025-10-11T00:00:00
10881,Silveira,15.842.630/0001-80,arthur-miguel56@vargas.com,0900 547 2566,"Recanto Cassiano, 750",Rodrigues de Dias,BA,27656674,2024-06-18T00:00:00
10882,Pires,21.576.904/0001-30,gael07@cavalcante.edu.br,0900 945 8363,"Loteamento Mirella Ramos, 15",Gomes,RN,38997-269,2025-02-02T00:00:00
10883,da Cruz - ME,08.317.642/0001-20,valentina77@aparecida.br,84 8376-3074,"Aeroporto Leonardo Aparecida, 24",Melo,RJ,91454920,2023-12-03T00:00:00
10884,Cavalcante Ltda.,14.079.823/0001-69,mpereira@lima.edu.br,0500-403-1622,"Trecho Pedro Lucas Gomes, 11",Oliveira,PB,47919-150,2026-01-08T00:00:00
10885,Caldeira Pereira e Filhos,53.962.718/0001-25,aparecidamaria-sophia@vieira.edu.br,0500-672-8999,"Vila Alana Pires, 195",Cavalcante Alegre,MG,29404109,2026-04-22T00:00:00
10886,Fonseca,80.471.632/0001-72,mirella69@cardoso.org,+55 41 3098 2400,"Aeroporto de da Cunha, 64",Silva do Sul,AM,46646298,2025-08-24T00:00:00
10887,Oliveira,40.371.596/0001-50,yuri47@da.gov.br,0900-545-6376,"Residencial de Pacheco, 8",Andrade,RS,94982990,2024-12-23T00:00:00
10888,Leão Brito - ME,40.591.678/0001-00,maria-eduardarios@fogaca.edu.br,+55 (061) 0711 3238,"Aeroporto Liz da Paz, 1",Albuquerque Paulista,RR,11597735,2023-05-10T00:00:00
10889,Vasconcelos,97.654.832/0001-63,thales91@moraes.com.br,21 8383 1174,"Loteamento de Moraes, 32",da Luz,PB,93988-481,2026-02-13T00:00:00
10890,Macedo Araújo - ME,16.409.352/0001-35,almeidaotto@monteiro.edu.br,+55 (061) 6433-7177,"Conjunto Correia, 85",Fernandes,AL,25297835,2025-03-08T00:00:00
10891,da Cunha,48.359.716/0001-06,moreiraenrico@da.net,+55 11 0574-7561,"Praça Stella Dias, 11",Leão,CE,33352246,2024-12-23T00:00:00
10892,Macedo - ME,20.849.375/0001-38,oliverlima@moraes.com.br,+55 21 9559 2466,"Estrada de Vargas, 4",Câmara,CE,75242-533,2023-04-25T00:00:00
10893,Rios,08.143.576/0001-10,luara78@moura.com,+55 81 8581 6563,"Praia de da Luz, 8",Alves do Campo,MT,95836-757,2023-10-21T00:00:00
10894,Gomes,47.283.019/0001-56,samuelpereira@costa.br,84 5967-3647,"Conjunto Natália Macedo, 94",Sá,AP,70244553,2026-03-07T00:00:00
10895,Ramos,80.354.762/0001-25,nicoleda-costa@santos.org,+55 (084) 7477 7587,"Estrada da Mota, 758",Ramos,MG,32063-495,2024-03-14T00:00:00
10896,Carvalho,56.429.713/0001-20,nathancastro@da.com,51 0542 2377,"Trecho Emanuel Guerra, 13",Carvalho das Pedras,SC,16929630,2024-10-30T00:00:00
10897,Almeida Siqueira - EI,07.932.415/0001-42,josue59@cunha.br,+55 51 7682 3165,"Feira Brito, 62",Mendonça de Goiás,CE,21467-742,2024-12-22T00:00:00
10898,Azevedo,52.367.904/0001-53,moreiradante@guerra.com.br,+55 (021) 3199 8157,"Pátio Pereira, 94",Leão do Campo,RR,47319-012,2023-04-19T00:00:00
10899,Cunha S/A,60.941.387/0001-02,nunesrenan@mendes.gov.br,21 1696-5636,"Fazenda de Albuquerque, 78",Gonçalves Verde,AL,81318853,2024-07-04T00:00:00
10900,Cirino Ltda.,10.247.598/0001-71,aparecidaarthur-miguel@abreu.br,0500-531-1927,"Travessa de Pereira, 18",Correia,PA,86138149,2023-09-03T00:00:00
10901,Novaes,45.816.270/0001-03,camposkaique@dias.com.br,+55 (084) 9034-9977,"Praia Isabella da Cunha, 334",Moura,RS,37715127,2025-05-19T00:00:00
10902,da Mota,72.398.145/0001-01,santosdiogo@da.com,21 2416-8868,"Praia Marques, 95",da Paz,PE,76854950,2025-05-13T00:00:00
10903,Albuquerque Silveira e Filhos,31.290.456/0001-67,laviniapastor@mendes.br,0500-693-7282,Setor de Novais,Sales do Amparo,RO,15577972,2023-03-12T00:00:00
10904,Silveira Martins S/A,67.530.298/0001-12,portomelissa@cassiano.gov.br,+55 (031) 1439-4429,"Trecho Bruno Porto, 32",Oliveira,DF,03406-273,2024-04-17T00:00:00
10905,Cunha,80.593.627/0001-32,grezende@marques.br,+55 21 7712 0971,"Área Ferreira, 47",Campos,MG,27232371,2025-06-14T00:00:00
10906,Sá - EI,16.078.934/0001-86,luiz-miguelmendonca@machado.net,+55 (011) 9431-2260,"Residencial da Mata, 19",Leão,MT,46417788,2025-03-26T00:00:00
10907,da Rocha S/A,48.213.796/0001-97,rcostela@rodrigues.net,0900 215 5460,"Alameda da Luz, 70",Jesus,RO,38184-232,2025-03-16T00:00:00
10908,Pacheco,31.824.569/0001-03,sophie42@da.gov.br,+55 71 1614-7409,"Ladeira Casa Grande, 44",Costela,MT,40168780,2025-05-14T00:00:00
10909,Farias,53.902.741/0001-24,gustavo-henrique84@das.br,+55 71 8488-0666,Trecho Alexia Montenegro,Fonseca de Sousa,AM,90195669,2025-07-17T00:00:00
10910,Silva Montenegro - ME,74.689.052/0001-53,sousayasmin@novais.com,+55 61 4510 4173,"Recanto de Caldeira, 164",Souza Verde,PE,86165-243,2026-01-06T00:00:00
10911,Lima,69.782.043/0001-72,rmartins@mendonca.org,+55 (061) 0101-6190,"Campo Oliveira, 6",Dias da Praia,RS,30069227,2023-10-23T00:00:00
10912,Mendonça Ltda.,62.384.075/0001-70,marina08@sousa.com.br,+55 (061) 5338 2111,"Lagoa Correia, 9",Brito do Norte,MS,11182-967,2025-03-16T00:00:00
10913,Novaes S.A.,23.815.490/0001-80,luiz-miguelvargas@barros.gov.br,+55 61 7954-9437,Loteamento de Cavalcante,Moreira de Minas,DF,92190216,2025-06-04T00:00:00
10914,Guerra,08.634.157/0001-80,ribeiroigor@da.edu.br,0900 923 3638,Fazenda Luiz Miguel Sampaio,da Rocha,AL,68078277,2025-08-20T00:00:00
10915,Araújo Barbosa - EI,86.053.214/0001-41,leaoandre@barbosa.br,84 1508 0553,"Recanto de Rodrigues, 70",Moreira dos Dourados,AC,62901-442,2025-08-19T00:00:00
10916,Cunha Casa Grande S/A,69.081.357/0001-48,maria-fernandasilva@sa.com.br,+55 (041) 4652-0809,"Estação Novais, 891",Peixoto,DF,80398314,2023-01-23T00:00:00
10917,Fonseca,62.941.705/0001-60,mda-cruz@rocha.com,(061) 8734 4310,"Passarela Melina Campos, 82",da Paz de Goiás,ES,21739177,2024-06-18T00:00:00
10918,Marques Andrade e Filhos,50.873.692/0001-50,monteirolunna@nascimento.com.br,31 4949-2117,Feira Aurora Pires,Cirino do Oeste,MS,87228453,2024-07-30T00:00:00
10919,Lima S/A,06.374.129/0001-46,lorenamarques@melo.gov.br,+55 41 3563 4439,"Viaduto de Cavalcanti, 87",da Luz Alegre,BA,04645706,2026-06-03T00:00:00
10920,Nogueira,39.874.652/0001-90,moreiramelina@cavalcanti.com,31 3596 5911,"Lagoa de Freitas, 6",Ramos do Oeste,MS,65792-739,2023-06-24T00:00:00
10921,Guerra,70.945.386/0001-90,ana-livia81@almeida.com.br,+55 51 1948 3695,"Lago Rezende, 71",Moreira da Serra,SE,73290315,2025-04-16T00:00:00
10922,Nogueira,34.062.917/0001-32,monteirojoao-pedro@moraes.com,51 6441 5460,Rodovia Breno Ramos,Cavalcanti,TO,24406-450,2024-04-27T00:00:00
10923,da Rocha,05.849.621/0001-68,nascimentoguilherme@santos.br,+55 41 8658 7135,"Estrada de Pires, 682",Gonçalves da Serra,ES,69239-069,2025-11-28T00:00:00
10924,Barros,73.845.190/0001-11,julia76@araujo.org,(061) 9820-0013,"Morro Vitor Hugo Araújo, 13",Araújo do Galho,RS,71229683,2025-04-05T00:00:00
10925,da Luz Ltda.,87.610.354/0001-36,luiz-felipe18@da.net,51 9800 5440,Ladeira Caio Nunes,Pastor,MT,87283448,2025-01-21T00:00:00
10926,Leão,50.271.493/0001-72,scavalcanti@cunha.gov.br,+55 (041) 1368-8392,"Loteamento de Cirino, 9",Aparecida da Mata,MG,33688-339,2025-03-27T00:00:00
10927,da Mata da Cruz e Filhos,05.179.284/0001-49,camargootavio@peixoto.edu.br,0300 976 5067,Loteamento Leandro Costela,da Costa,PR,46395-952,2026-02-17T00:00:00
10928,Mendonça,36.870.519/0001-78,ottogoncalves@viana.br,(041) 0689 9720,"Via de Abreu, 32",Monteiro,CE,81487768,2023-03-08T00:00:00
10929,Souza,82.617.354/0001-44,stellacavalcante@andrade.br,(061) 9575-9084,Ladeira Bella Caldeira,Gonçalves,TO,98236525,2026-03-08T00:00:00
10930,Freitas,75.843.096/0001-59,ycorreia@carvalho.com.br,(061) 1043-1835,"Alameda Pimenta, 25",da Luz da Mata,PB,54681-114,2024-04-25T00:00:00
10931,Machado Ltda.,82.679.351/0001-35,uda-mota@da.com.br,0900-498-5348,"Via Campos, 12",Lima Grande,AP,99711157,2024-07-25T00:00:00
10932,Castro,91.670.584/0001-68,iazevedo@pimenta.com.br,+55 (071) 2793-8424,"Rodovia Bento Barbosa, 4",Lima dos Dourados,AC,85144064,2025-12-26T00:00:00
10933,Carvalho,75.346.918/0001-96,rael98@gomes.com,+55 (084) 1542 2255,Setor Júlia Sá,Macedo,PA,25823-397,2024-06-18T00:00:00
10934,Albuquerque,53.971.804/0001-02,eloacarvalho@campos.br,0500 626 1077,Feira Valentina Rios,Souza,MA,10129482,2023-12-28T00:00:00
10935,da Paz,69.315.482/0001-75,melissada-rocha@da.gov.br,(071) 3134 8722,Colônia Lima,da Rosa,PE,58293178,2024-09-30T00:00:00
10936,Aparecida Jesus S/A,38.409.126/0001-97,paulodias@freitas.com.br,(011) 5248 3092,"Favela de da Mata, 441",Ribeiro do Oeste,RJ,22338394,2026-01-09T00:00:00
10937,da Conceição,96.137.485/0001-39,ana-luizaalmeida@oliveira.com,+55 31 8219-1601,Praia de Costa,Sousa,AL,33405545,2025-10-12T00:00:00
10938,Rezende,59.604.371/0001-25,ottojesus@barros.com.br,0800 643 9753,"Viela Manuela Aragão, 7",Freitas dos Dourados,MS,33111222,2025-04-21T00:00:00
10939,Sousa,84.067.312/0001-02,maite76@nogueira.com.br,0800 368 5608,"Rodovia de Monteiro, 546",Rios do Amparo,PE,49234023,2023-09-19T00:00:00
10940,Vargas,68.092.135/0001-68,alexandre79@silveira.net,41 2122 7544,"Vereda Freitas, 28",Rezende,SP,92047-880,2025-03-29T00:00:00
10941,Caldeira,36.581.704/0001-42,rafael53@vieira.com.br,+55 (061) 8284-1634,"Residencial Calebe Vasconcelos, 85",Almeida da Prata,RJ,11895-525,2023-05-31T00:00:00
10942,Almeida Oliveira - ME,38.176.259/0001-60,nmoraes@barros.com,0500-875-5787,"Praça Maysa Rocha, 99",Cavalcanti das Pedras,RS,63527003,2024-05-19T00:00:00
10943,Ferreira,89.127.564/0001-01,luanrodrigues@ferreira.com,+55 61 8983 8682,"Viaduto Nunes, 88",Gonçalves,ES,28075-249,2024-01-04T00:00:00
10944,Viana,27.649.058/0001-17,evelynmontenegro@cassiano.gov.br,+55 31 3234-4914,"Recanto de Vasconcelos, 8",Fogaça do Amparo,BA,45447-611,2024-09-08T00:00:00
10945,Cunha Alves e Filhos,46.502.918/0001-30,caleb28@lopes.com,+55 (011) 1185-8989,Recanto de Teixeira,Ferreira do Norte,AM,70966-840,2023-07-29T00:00:00
10946,Rezende,91.845.370/0001-85,pedro90@aparecida.br,(061) 9034 4865,"Praia de Barros, 1",Martins da Serra,SE,81798373,2023-06-07T00:00:00
10947,Aragão S/A,51.943.706/0001-28,aylla45@guerra.gov.br,+55 21 8513 5500,"Núcleo Kaique da Paz, 79",Mendonça,TO,49886-438,2023-01-05T00:00:00
10948,Brito,47.682.059/0001-70,wda-costa@jesus.com.br,0800 623 8025,"Feira Ribeiro, 946",Fogaça,AM,46193126,2024-09-11T00:00:00
10949,Dias,67.913.840/0001-16,rpereira@camargo.br,61 2222-1580,"Setor Marcelo Nogueira, 33",Sá,RN,37487-579,2023-09-23T00:00:00
10950,Mendes,49.681.057/0001-92,maysasa@cirino.net,(061) 5215-4948,"Travessa Correia, 6",Gomes,MG,38561435,2023-11-07T00:00:00
10951,Rezende,04.786.921/0001-82,esther81@pimenta.com.br,21 1591-4126,Condomínio de Barbosa,Pinto,RS,32504639,2025-07-10T00:00:00
10952,Marques,26.437.890/0001-97,vitorpereira@novais.net,(061) 3148-7008,"Viaduto de Nascimento, 74",Silveira da Serra,MT,48059014,2024-04-13T00:00:00
10953,Almeida Moura e Filhos,58.901.263/0001-51,brendarezende@silva.br,+55 (061) 9188 4335,"Vale Moreira, 94",Caldeira da Praia,BA,92313267,2025-08-20T00:00:00
10954,Melo Ltda.,36.507.192/0001-74,agatha41@da.br,11 6603-9293,"Loteamento de Sampaio, 25",Ribeiro,PR,01989531,2025-09-14T00:00:00
10955,Garcia,36.251.807/0001-44,thomas36@siqueira.br,+55 21 9857-1613,"Rodovia Matheus Porto, 44",Azevedo,RR,76819-294,2023-11-20T00:00:00
10956,Sampaio Ltda.,90.853.742/0001-52,fernandanovaes@camargo.br,31 7117-5283,Aeroporto de Machado,Souza,AP,17860612,2026-02-23T00:00:00
10957,Araújo - ME,70.428.639/0001-58,allana37@brito.net,(041) 1563 2433,"Residencial Letícia Barbosa, 56",Lima,PE,90374691,2024-04-22T00:00:00
10958,Alves,37.854.960/0001-29,silveirakevin@melo.com,(081) 0411-4375,"Setor de Leão, 76",Farias do Galho,PE,85582-293,2024-04-01T00:00:00
10959,Siqueira Souza - ME,46.537.298/0001-74,vitoria61@da.com.br,+55 (071) 2139-0902,"Rodovia de Rodrigues, 867",Marques da Serra,PR,19479908,2025-01-02T00:00:00
10960,Siqueira,49.870.365/0001-66,vinicius39@melo.br,(051) 7068 7647,"Alameda Cavalcanti, 850",Sá,SC,61830162,2024-01-05T00:00:00
10961,Viana Gonçalves e Filhos,49.015.786/0001-00,dda-costa@pastor.gov.br,+55 84 7111 6446,"Estação Mariane Alves, 65",Campos de Goiás,MT,91388269,2026-02-01T00:00:00
10962,da Luz,74.921.836/0001-65,da-rochajuliana@novaes.com.br,(011) 1005-3596,"Residencial de Souza, 27",Barros de Rodrigues,RJ,24322152,2023-02-05T00:00:00
10963,Cavalcanti,47.150.623/0001-04,alvesravi-lucca@da.gov.br,(084) 6175-8751,"Lago Otávio Sá, 48",Lima,AP,15904-438,2025-10-13T00:00:00
10964,Peixoto,09.716.253/0001-30,valentina23@carvalho.com,+55 84 2127-1479,"Pátio Cecília da Mota, 7",Camargo,RO,37770-668,2023-01-06T00:00:00
10965,Barbosa da Rosa - ME,45.869.203/0001-57,lda-luz@costa.gov.br,0300 498 7536,"Lagoa Cavalcante, 247",Siqueira,PR,95121143,2025-12-26T00:00:00
10966,da Conceição,80.954.267/0001-57,wborges@mendes.com,(041) 7876-7602,"Via Ana Carolina da Cruz, 63",Lopes do Galho,PE,62288-216,2023-10-25T00:00:00
10967,Novaes,03.175.469/0001-50,camargomirella@moura.com.br,84 4179 5181,"Quadra de Santos, 379",Monteiro de Goiás,PA,02678-221,2023-01-01T00:00:00
10968,Oliveira,34.682.715/0001-93,egarcia@garcia.com,+55 11 2585-9541,"Viaduto de Vieira, 43",Siqueira,AP,79631-787,2025-02-14T00:00:00
10969,Almeida Peixoto S/A,80.765.321/0001-16,vinicius41@cunha.br,(084) 7814 6384,"Conjunto de Ramos, 6",Macedo,AL,95343-748,2025-12-14T00:00:00
10970,Ferreira,54.983.026/0001-26,garagao@da.org,(084) 7023 9300,"Praia Levi Cunha, 6",Sampaio de Borges,SE,04258946,2023-08-08T00:00:00
10971,Moura da Luz S.A.,62.510.439/0001-11,montenegrocecilia@alves.org,41 9731 9107,"Esplanada Fernanda Rocha, 4",Souza de Rios,PE,00554818,2024-02-14T00:00:00
10972,Mendonça,80.567.241/0001-56,nsilva@oliveira.com,+55 21 9708 5655,"Ladeira Brenda Fonseca, 39",Pimenta do Galho,RS,36303-114,2025-05-04T00:00:00
10973,Câmara,87.513.406/0001-56,igor62@da.com,+55 41 8436 8428,"Largo Lima, 1",Cavalcante,MT,69314-800,2023-04-12T00:00:00
10974,Araújo,90.476.523/0001-00,antonio17@viana.net,(041) 1285 4219,"Trecho Liz Mendes, 13",da Costa dos Dourados,RO,82227045,2024-09-06T00:00:00
10975,Vargas Cunha - EI,54.832.061/0001-44,yan98@campos.br,0500-393-9784,"Lago Maria Julia Almeida, 82",Santos,ES,31388-154,2024-01-09T00:00:00
10976,Rezende,62.910.857/0001-04,allana41@camargo.edu.br,+55 (084) 7192-6987,"Aeroporto de Vieira, 4",da Mata,RN,56754687,2024-07-06T00:00:00
10977,Costa - ME,19.053.678/0001-60,unogueira@garcia.br,(051) 5505 4631,"Recanto Porto, 85",Rocha,RN,99830-966,2023-04-10T00:00:00
10978,Gonçalves,05.293.867/0001-04,ana11@brito.gov.br,+55 31 5910-4328,Feira de Lopes,da Costa,RR,69883115,2024-03-23T00:00:00
10979,Machado,59.184.206/0001-61,theodoro35@sousa.net,+55 (084) 6997-0080,"Alameda de Oliveira, 91",Sá,RO,60322387,2024-07-02T00:00:00
10980,Pacheco,72.968.104/0001-03,julianasilva@fernandes.com.br,+55 (061) 4872-5474,"Passarela de Sousa, 81",Farias,BA,86718-950,2023-09-19T00:00:00
10981,da Mota - EI,24.675.018/0001-51,henrysiqueira@albuquerque.com.br,0500 119 9043,"Sítio da Cunha, 84",Cardoso dos Dourados,AC,91056-573,2026-04-29T00:00:00
10982,Sá S.A.,78.609.345/0001-34,da-cruzdavi-miguel@moura.br,(061) 1396-4727,"Pátio de Pastor, 47",Pereira Alegre,SE,43806-714,2026-05-21T00:00:00
10983,Cunha Cirino Ltda.,58.649.310/0001-11,ryan01@da.edu.br,(084) 1585 6996,"Vila Laura Viana, 83",Câmara,RN,18230-085,2024-10-08T00:00:00
10984,da Rosa Ltda.,08.129.457/0001-02,eduardo25@mendes.br,+55 31 1707-4239,"Jardim Ravy da Mata, 377",Silveira,MT,27763-492,2025-01-02T00:00:00
10985,Casa Grande,98.025.164/0001-78,bfreitas@leao.com.br,+55 (031) 8714 2412,"Morro da Paz, 24",Vasconcelos,AC,67317993,2025-02-16T00:00:00
10986,Câmara,81.527.304/0001-03,juliana13@correia.com.br,+55 71 6901 9155,"Largo de Novaes, 52",Rios dos Dourados,PE,43413224,2026-05-17T00:00:00
10987,Gonçalves,01.738.645/0001-99,rezendepaulo@nascimento.br,81 1021-3157,"Fazenda de da Cruz, 92",Rios das Flores,CE,02117651,2023-01-13T00:00:00
10988,Borges S/A,75.314.920/0001-83,barbaraabreu@caldeira.br,(011) 8732-2927,"Praça Araújo, 98",Moreira,MS,98881-877,2025-12-17T00:00:00
10989,Sampaio Ltda.,38.654.291/0001-04,pimentabeatriz@pacheco.br,51 9281 1806,"Condomínio Macedo, 2",Azevedo da Praia,MS,52382556,2024-09-11T00:00:00
10990,Silveira Rios - ME,35.940.817/0001-24,abreuluigi@jesus.br,+55 84 0012-8342,"Morro Dom Fogaça, 8",Correia da Prata,RR,63269011,2024-07-22T00:00:00
10991,Pacheco Fonseca S.A.,34.095.726/0001-77,maria-isis67@almeida.com.br,(041) 6572-1827,"Ladeira Pietro Aparecida, 49",Gonçalves,RJ,93622316,2025-09-21T00:00:00
10992,Porto,67.489.051/0001-08,raulvasconcelos@sales.br,+55 84 7626-4298,"Pátio Cunha, 96",Cunha de Viana,ES,57021226,2026-04-16T00:00:00
10993,Almeida Guerra S.A.,53.210.674/0001-87,isabelly06@andrade.com.br,+55 (081) 7311 9717,"Residencial Bella Siqueira, 1",Vargas das Flores,ES,58753-043,2025-01-05T00:00:00
10994,Camargo - ME,80.976.532/0001-06,maria-eduardada-cruz@jesus.com.br,31 5020-0911,"Rua Valentina Montenegro, 62",Pinto das Flores,PR,72682776,2023-03-13T00:00:00
10995,Viana Gomes - ME,53.146.809/0001-92,ribeiromaria-laura@goncalves.com,+55 51 0127 5697,"Fazenda de Souza, 92",Carvalho do Amparo,BA,58399-942,2025-05-05T00:00:00
10996,Jesus,96.437.012/0001-57,garciatheodoro@carvalho.com.br,(081) 7088 8370,"Estrada da Mata, 75",Vasconcelos,DF,32273540,2023-08-20T00:00:00
10997,Cardoso Machado e Filhos,16.785.049/0001-37,csales@moreira.com.br,+55 81 8884-3685,"Passarela Câmara, 471",Abreu,TO,69520516,2025-01-30T00:00:00
10998,Pimenta,65.783.402/0001-55,vgoncalves@nascimento.net,(071) 2301 8684,"Lago Isabela da Luz, 7",Guerra de Goiás,PE,84472-915,2024-02-23T00:00:00
10999,Leão,67.210.934/0001-29,teixeiragiovanna@aragao.com.br,+55 31 3080-9711,Feira Correia,Correia do Sul,MT,10802-942,2025-09-07T00:00:00
11000,Cavalcante,15.402.783/0001-07,da-luzalicia@da.com,+55 (071) 7588-7640,"Vila de Mendes, 92",Fernandes,RO,45292-010,2025-05-23T00:00:00
11001,Farias,75.690.341/0001-35,kmendes@macedo.com.br,+55 (041) 2096 1666,"Morro de Gonçalves, 80",Garcia do Galho,RJ,32748-295,2026-06-05T00:00:00
11002,Gonçalves e Filhos,01.864.532/0001-30,isabella38@silva.edu.br,81 9266 5773,"Fazenda de Costa, 17",Oliveira da Praia,MG,85132-130,2024-07-13T00:00:00
11003,Brito S/A,30.647.285/0001-18,candrade@carvalho.com.br,0300-813-2812,Largo de Pacheco,Fernandes,SP,94864743,2024-12-14T00:00:00
11004,Ribeiro,37.486.095/0001-05,rezendealice@aparecida.com.br,0900 810 0963,"Sítio Juliana Cardoso, 14",Mendonça,MG,67837-134,2025-04-04T00:00:00
11005,Andrade,67.124.089/0001-79,vnogueira@brito.com.br,0800-120-7906,Favela Heitor Pinto,Almeida,AM,03334215,2024-02-14T00:00:00
11006,Correia S.A.,59.824.037/0001-87,borgesvitor-gabriel@andrade.gov.br,31 7030 0737,"Morro de Abreu, 70",Farias de Barros,CE,08896526,2025-01-08T00:00:00
11007,Casa Grande Santos S.A.,89.045.126/0001-96,ayllalopes@lopes.com,0500-815-2012,"Área Felipe Pacheco, 28",Andrade do Amparo,CE,34200239,2026-03-23T00:00:00
11008,Ramos,71.258.690/0001-21,dpacheco@da.net,81 6694 5251,"Viela Barros, 59",da Conceição,RR,43563070,2024-08-26T00:00:00
